运单编号,签收省份,重量,价格
402240083436,四川省,0.2,5.6
402155323060,上海,0.2,3.7
401118798557,浙江省,0.85,3.7
402155562507,上海,0.2,3.7
402292109706,四川省,0.2,5.6
401146707909,江苏省,0.75,3.7
402314082468,云南省,0.2,5.6
401148358329,安徽省,0.25,3.7
403107955336,江苏省,1.05,4.7
401146707886,浙江省,0.5,3.7
402271678081,四川省,0.2,5.6
401117197283,安徽省,0.75,3.7
401149992473,安徽省,0.2,3.7
402073116662,吉林省,0.2,5.6
402134848560,陕西省,0.2,5.6
402147886327,上海,0.2,3.7
403192493035,江苏省,1.05,4.7
402121347060,上海,0.2,3.7
402145531471,四川省,0.2,5.6
402190302341,四川省,0.2,5.6
403253294589,江苏省,1.05,4.7
402184387463,云南省,0.2,5.6
401196424524,江苏省,0.75,3.7
401910591792,湖南省,0.2,5.2
401195247817,浙江省,0.2,3.7
402215744945,四川省,0.2,5.6
402088058736,重庆,0.2,5.6
402285984686,上海,0.2,3.7
401168937792,浙江省,0.2,3.7
402134848538,四川省,0.2,5.6
402072215626,四川省,0.2,5.6
402157784677,四川省,0.2,5.6
401243452058,浙江省,0.2,3.7
400941999368,浙江省,1.1,4.7
402292060159,四川省,0.2,5.6
401254131262,浙江省,0.2,3.7
401284110193,安徽省,0.2,3.7
402121347052,上海,0.2,3.7
401236141171,浙江省,0.25,3.7
401200479224,浙江省,0.2,3.7
401262482257,浙江省,0.2,3.7
401266599446,安徽省,0.2,3.7
402258208291,重庆,0.2,5.6
401945010555,上海,0.2,3.7
402295771680,云南省,0.2,5.6
402074704764,上海,0.2,3.7
401200406372,浙江省,0.7,3.7
402129260615,四川省,0.2,5.6
402216866064,上海,0.2,3.7
402147886280,上海,0.2,3.7
401200977635,江苏省,1,3.7
401159631796,浙江省,0.9,3.7
402073116687,四川省,0.2,5.6
401250471070,浙江省,0.5,3.7
401160536142,浙江省,0.95,3.7
402153752483,上海,0.2,3.7
402184387488,四川省,0.2,5.6
401872362806,湖南省,0.2,5.2
402163751409,上海,0.2,3.7
402206489839,上海,0.2,3.7
402304672981,四川省,0.2,5.6
400912865336,江苏省,1,3.7
401263597902,安徽省,0.2,3.7
401104483719,江苏省,0.2,3.7
402206489846,四川省,0.2,5.6
401207211636,安徽省,0.5,3.7
402259286771,上海,0.2,3.7
401371457506,浙江省,0.2,3.7
402138702383,云南省,0.2,5.6
401365060622,浙江省,0.2,3.7
401346663318,浙江省,0.2,3.7
402175519466,陕西省,0.2,5.6
401364748189,江苏省,0.2,3.7
401339989950,江苏省,0.3,3.7
401196424500,江苏省,0.35,3.7
401860170437,湖北省,0.2,5.2
401351421883,江苏省,1,3.7
401375402583,江苏省,0.75,3.7
402231151715,四川省,0.2,5.6
402304673004,四川省,0.2,5.6
401365928644,江苏省,0.2,3.7
401365105068,浙江省,0.75,3.7
402258085680,四川省,0.2,5.6
402292109745,四川省,0.2,5.6
401336168748,浙江省,0.2,3.7
402115757157,上海,0.2,3.7
401299045043,安徽省,0.35,3.7
402213780456,上海,0.2,3.7
401325659923,浙江省,0.75,3.7
401290172704,江苏省,0.4,3.7
401284589834,浙江省,0.2,3.7
402207876966,上海,0.2,3.7
402233744954,上海,0.2,3.7
402215744938,贵州省,0.2,5.6
402076813209,四川省,0.2,5.6
402147886310,陕西省,0.2,5.6
757195930021,浙江省,0.2,3.7
401333373407,江苏省,0.4,3.7
401292033296,江苏省,0.5,3.7
401291974976,浙江省,0.45,3.7
402170975069,重庆,0.2,5.6
401333759269,江苏省,0.2,3.7
401350667254,浙江省,0.2,3.7
401371457483,浙江省,0.4,3.7
401371457513,江苏省,0.45,3.7
402295771672,上海,0.2,3.7
401364694553,江苏省,0.2,3.7
401365809658,江苏省,0.5,3.7
402232150536,四川省,0.2,5.6
402306051712,重庆,0.2,5.6
401146707847,安徽省,0.55,3.7
400918763916,江苏省,1.1,4.7
402215300769,陕西省,0.2,5.6
401119183506,浙江省,0.3,3.7
402274707545,云南省,0.2,5.6
402215744952,贵州省,0.2,5.6
402110861796,四川省,0.2,5.6
401200424986,江苏省,0.2,3.7
401200424954,浙江省,0.2,3.7
402204681520,四川省,0.2,5.6
401193899836,浙江省,0.2,3.7
402153517715,四川省,0.2,5.6
401186206562,江苏省,0.65,3.7
402204446638,陕西省,0.2,5.6
402207877003,贵州省,0.2,5.6
401176011731,江苏省,0.5,3.7
402160350626,上海,0.2,3.7
401188474264,浙江省,1.1,4.7
402216264490,陕西省,0.2,5.6
401179938959,浙江省,0.2,3.7
402163751455,陕西省,0.2,5.6
401164787921,浙江省,0.3,3.7
401165787815,江苏省,0.2,3.7
401153650731,浙江省,0.2,3.7
401149034179,江苏省,0.2,3.7
402271678028,上海,0.2,3.7
401119229912,江苏省,0.45,3.7
401195247787,安徽省,0.2,3.7
401189125842,江苏省,0.2,3.7
402295771697,云南省,0.2,5.6
401161610036,浙江省,0.35,3.7
401120631246,江苏省,0.3,3.7
401178345711,浙江省,0.2,3.7
401194919886,江苏省,0.2,3.7
402283604560,陕西省,0.2,5.6
402306764084,上海,0.2,3.7
401149992498,浙江省,0.2,3.7
402286897460,贵州省,0.2,5.6
757195930038,福建省,0.2,5.2
401251207911,江苏省,0.55,3.7
401242129668,江苏省,0.4,3.7
402257730483,云南省,0.2,5.6
402089647729,陕西省,0.2,5.6
402141606696,上海,0.2,3.7
401249837439,江苏省,0.5,3.7
402138850808,云南省,0.2,5.6
401266782767,浙江省,0.4,3.7
401247121595,浙江省,0.25,3.7
402197881116,上海,0.2,3.7
401188474195,江苏省,0.8,3.7
401250576217,浙江省,0.35,3.7
401234060452,江苏省,0.25,3.7
402160350564,湖南省,0.2,5.2
401231433409,浙江省,0.4,3.7
401279523467,浙江省,0.95,3.7
402286897438,陕西省,0.2,5.6
402290904359,云南省,0.2,5.6
401237398246,江苏省,0.3,3.7
401120631171,浙江省,1.1,4.7
401200977628,浙江省,0.7,3.7
401188474206,江苏省,0.3,3.7
401066100374,浙江省,0.65,3.7
401240746675,安徽省,0.2,3.7
402305643608,四川省,0.2,5.6
402312932546,重庆,0.2,5.6
401293923921,浙江省,0.2,3.7
401899609706,四川省,0.2,5.6
402185952987,重庆,0.2,5.6
402235417153,四川省,0.2,5.6
402295564848,云南省,0.2,5.6
401263267651,浙江省,0.2,3.7
402240083374,重庆,0.2,5.6
402138850879,陕西省,0.2,5.6
402138850792,陕西省,0.2,5.6
402291869537,上海,0.2,3.7
400946339685,安徽省,0.6,3.7
401266599426,江苏省,0.2,3.7
402202914276,四川省,0.2,5.6
401265731515,浙江省,0.2,3.7
401247761096,江苏省,1.1,4.7
402283604577,上海,0.2,3.7
402291869490,重庆,0.2,5.6
402235981127,四川省,0.2,5.6
402283729713,四川省,0.2,5.6
401265731492,江苏省,0.3,3.7
402275280984,陕西省,0.2,5.6
401365928637,浙江省,0.35,3.7
402369465121,四川省,0.2,5.6
402274707526,上海,0.2,3.7
402375927885,陕西省,0.2,5.6
402125537680,湖南省,0.2,5.2
402237298883,上海,0.2,3.7
401365649829,浙江省,0.25,3.7
401357658111,安徽省,0.2,3.7
401277451187,安徽省,1.1,4.7
402295564894,上海,0.2,3.7
401380741740,浙江省,0.25,3.7
401359638217,浙江省,0.2,3.7
401364748219,江苏省,0.25,3.7
401365060686,江苏省,0.3,3.7
401358365506,浙江省,0.2,3.7
401365928676,浙江省,0.25,3.7
401362574532,浙江省,0.25,3.7
401353767974,江苏省,0.2,3.7
402426003777,云南省,0.2,5.6
401294431225,江苏省,0.95,3.7
401332566614,浙江省,0.55,3.7
401320779068,安徽省,0.25,3.7
401849250078,陕西省,0.2,5.6
402356426737,重庆,0.2,5.6
402369465077,四川省,0.2,5.6
401350164652,安徽省,0.2,3.7
401321256730,安徽省,0.2,3.7
402150766634,上海,0.2,3.7
401315113526,浙江省,0.55,3.7
401198852877,安徽省,0.5,3.7
401324058736,浙江省,0.2,3.7
402403031378,云南省,0.2,5.6
401348445586,浙江省,0.2,3.7
402134848552,上海,0.2,3.7
401352984452,浙江省,0.45,3.7
401348838606,安徽省,0.3,3.7
402121785133,上海,0.2,3.7
402469699579,贵州省,0.2,5.6
402541792857,陕西省,0.2,5.6
402235981159,上海,0.2,3.7
402533855716,重庆,0.2,5.6
402143252520,广东省,0.2,5.2
402461391719,四川省,0.2,5.6
401328243622,安徽省,0.25,3.7
402197881047,北京,0.2,5.2
402476744911,四川省,0.2,5.6
401328243608,浙江省,0.2,3.7
401336168736,安徽省,0.65,3.7
402450073333,陕西省,0.2,5.6
401194919830,江苏省,1,3.7
401118798518,浙江省,0.2,3.7
401194919822,安徽省,0.65,3.7
401120631226,江苏省,0.5,3.7
401097016741,安徽省,0.2,3.7
401117277650,浙江省,0.9,3.7
401146707861,浙江省,0.65,3.7
402376041439,云南省,0.2,5.6
757193007491,山东省,0.2,5.2
401148538529,江苏省,0.2,3.7
402538458176,四川省,0.2,5.6
401172986424,安徽省,0.65,3.7
402507280135,四川省,0.2,5.6
401119229951,安徽省,0.35,3.7
757193007485,广东省,0.2,5.2
401148538575,浙江省,0.5,3.7
402475823738,四川省,0.2,5.6
401107297043,浙江省,0.55,3.7
402369175605,四川省,0.2,5.6
401158654946,江苏省,0.35,3.7
401196424576,安徽省,0.2,3.7
401175053093,安徽省,0.2,3.7
401178345729,浙江省,0.3,3.7
402236020307,湖南省,0.2,5.2
401863520365,广东省,0.2,5.2
401146599010,江苏省,0.2,3.7
402511873966,陕西省,0.2,5.6
400905124931,江苏省,1,3.7
402325556431,四川省,0.2,5.6
401164787907,浙江省,0.3,3.7
401174739976,江苏省,0.2,3.7
402450073346,四川省,0.2,5.6
401188487645,浙江省,0.2,3.7
402450883971,贵州省,0.2,5.6
402445814336,陕西省,0.2,5.6
757193007493,河北省,0.2,5.2
402399275545,陕西省,0.2,5.6
401154132658,安徽省,0.45,3.7
402534451756,贵州省,0.2,5.6
401237193484,浙江省,0.25,3.7
757195930359,浙江省,0.7,3.7
401247121576,浙江省,0.3,3.7
401241629780,江苏省,0.2,3.7
402344528587,贵州省,0.2,5.6
402306764091,上海,0.2,3.7
401278760476,浙江省,0.5,3.7
402344528656,贵州省,0.2,5.6
401230797782,安徽省,0.2,3.7
402461550632,四川省,0.2,5.6
402474713499,山西省,0.2,5.6
401243388293,浙江省,0.2,3.7
401200406459,浙江省,0.55,3.7
402384087974,重庆,0.2,5.6
402155562484,上海,0.2,3.7
401189389735,浙江省,0.2,3.7
402185952936,湖南省,0.2,5.2
401237398177,浙江省,0.75,3.7
402282887490,湖南省,0.2,5.2
402448122630,四川省,0.2,5.6
401230797711,江苏省,0.65,3.7
402424966825,陕西省,0.2,5.6
401244501221,江苏省,0.2,3.7
402506421219,云南省,0.2,5.6
402215744926,上海,0.2,3.7
401241629765,浙江省,0.2,3.7
402369020325,陕西省,0.2,5.6
402360395341,四川省,0.2,5.6
402209383209,上海,0.2,3.7
401243452001,浙江省,0.75,3.7
402163751416,上海,0.2,3.7
402216264512,湖南省,0.2,5.2
401242586492,江苏省,0.8,3.7
401207124552,江苏省,0.3,3.7
402321751923,四川省,0.2,5.6
402258723773,上海,0.2,3.7
401191806915,浙江省,0.2,3.7
757193007490,上海,0.2,3.7
402290904366,上海,0.2,3.7
401189224119,浙江省,1.1,4.7
402393300829,重庆,0.2,5.6
401331127114,江苏省,1.1,4.7
401159631789,浙江省,0.2,3.7
402448122615,四川省,0.2,5.6
402441883235,贵州省,0.2,5.6
401361933988,浙江省,0.3,3.7
402281789313,湖南省,0.2,5.2
401341258928,浙江省,0.6,3.7
402419169162,陕西省,0.2,5.6
402483783794,四川省,0.2,5.6
402483783876,重庆,0.2,5.6
402402509637,四川省,0.2,5.6
402474713474,贵州省,0.2,5.6
401321256692,浙江省,0.55,3.7
401351421869,浙江省,0.4,3.7
402550035921,云南省,0.2,5.6
401364694491,江苏省,0.2,3.7
402352756710,四川省,0.2,5.6
757193007456,浙江省,0.2,3.7
401358365513,浙江省,0.3,3.7
401518636471,内蒙古自治区,0.2,8.2
402533855698,陕西省,0.2,5.6
402375860210,陕西省,0.2,5.6
401365928620,浙江省,0.25,3.7
401265731485,浙江省,0.25,3.7
401383937147,江苏省,0.2,3.7
401349208703,安徽省,0.2,3.7
402115757140,上海,0.2,3.7
401350667192,安徽省,0.4,3.7
401328506996,浙江省,0.85,3.7
402258575403,陕西省,0.2,5.6
401351222265,浙江省,0.6,3.7
401330765727,浙江省,0.5,3.7
401266782781,浙江省,1.1,4.7
402383569335,贵州省,0.2,5.6
402507280142,重庆,0.2,5.6
402475823726,云南省,0.2,5.6
402140363622,上海,0.2,3.7
402474465651,四川省,0.2,5.6
401336168762,浙江省,0.2,3.7
401328506932,江苏省,0.55,3.7
401315113501,江苏省,0.2,3.7
402361590345,陕西省,0.2,5.6
401320779105,浙江省,0.5,3.7
402303575287,重庆,0.2,5.6
401329481311,浙江省,0.6,3.7
401334963174,江苏省,0.35,3.7
402300747283,陕西省,0.2,5.6
401327772042,江苏省,0.2,3.7
402354993502,贵州省,0.2,5.6
401350164660,安徽省,0.65,3.7
401237115075,浙江省,0.6,3.7
402375860266,陕西省,0.2,5.6
402303575324,重庆,0.2,5.6
401353057556,浙江省,0.2,3.7
401329287712,浙江省,0.45,3.7
401466301875,浙江省,1.1,4.7
401324058729,浙江省,0.6,3.7
402347674233,云南省,0.2,5.6
402074151790,上海,0.2,3.7
402277138991,上海,0.2,3.7
402326066587,上海,0.2,3.7
402443687314,四川省,0.2,5.6
401320779112,江苏省,0.2,3.7
401329481329,江苏省,0.75,3.7
401571744064,安徽省,1.1,4.7
401352984413,浙江省,0.45,3.7
401294431232,江苏省,0.45,3.7
402325556449,上海,0.2,3.7
402360395428,上海,0.2,3.7
402474465696,陕西省,0.2,5.6
402454676999,四川省,0.2,5.6
402403430713,四川省,0.2,5.6
401153823880,江苏省,0.2,3.7
402507280103,四川省,0.2,5.6
401207211700,安徽省,0.2,3.7
401186206594,浙江省,0.9,3.7
402384087950,上海,0.2,3.7
402474713467,重庆,0.2,5.6
402345698058,四川省,0.2,5.6
402504688196,陕西省,0.2,5.6
402435157700,上海,0.2,3.7
402532269144,上海,0.2,3.7
402475903321,云南省,0.2,5.6
401146707916,安徽省,0.2,3.7
401146598972,浙江省,0.3,3.7
401162013203,江苏省,0.2,3.7
401175530745,江苏省,0.2,3.7
401189125835,浙江省,0.2,3.7
402237298876,湖南省,0.2,5.2
401150187300,浙江省,0.2,3.7
402313215405,湖南省,0.2,5.2
402369175582,陕西省,0.2,5.6
401178345650,江苏省,0.2,3.7
401118798540,浙江省,0.2,3.7
402375928009,重庆,0.2,5.6
402214945135,上海,0.2,3.7
402490938049,上海,0.2,3.7
402400548221,四川省,0.2,5.6
401149034108,安徽省,0.55,3.7
402484102920,陕西省,0.2,5.6
402536900869,重庆,0.2,5.6
402300747276,四川省,0.2,5.6
402102354644,湖南省,0.2,5.2
402280354945,贵州省,0.2,5.6
402390604156,云南省,0.2,5.6
401149160008,江苏省,0.2,3.7
402356988585,重庆,0.2,5.6
402545362546,上海,0.2,3.7
402451526345,四川省,0.2,5.6
401250576224,浙江省,0.2,3.7
401274483385,浙江省,0.25,3.7
401254131270,江苏省,0.4,3.7
402369175590,上海,0.2,3.7
402420929802,四川省,0.2,5.6
401284110154,浙江省,0.2,3.7
401241401626,安徽省,0.35,3.7
402536900896,上海,0.2,3.7
401188474257,江苏省,0.3,3.7
402484102944,贵州省,0.2,5.6
401255561039,江苏省,0.75,3.7
402326069607,重庆,0.2,5.6
402092962010,湖南省,0.2,5.2
402390604176,上海,0.2,3.7
402573978775,陕西省,0.2,5.6
402321751916,上海,0.2,3.7
402640803547,贵州省,0.2,5.6
402733425218,四川省,0.2,5.6
402781853380,四川省,0.2,5.6
402558712794,贵州省,0.2,5.6
401263597858,安徽省,0.5,3.7
401183898442,江苏省,0.4,3.7
402611613846,四川省,0.2,5.6
402622637029,陕西省,0.2,5.6
401278760456,浙江省,0.2,3.7
401237398239,江苏省,0.25,3.7
401237193452,浙江省,0.65,3.7
402671668629,重庆,0.2,5.6
401237636032,安徽省,0.2,3.7
402728909303,贵州省,0.2,5.6
402493040206,上海,0.2,3.7
402760581026,云南省,0.2,5.6
401188474188,江苏省,0.25,3.7
401159631819,浙江省,0.25,3.7
402370523575,四川省,0.2,5.6
402611323419,陕西省,0.2,5.6
401201282586,浙江省,0.5,3.7
401187647960,江苏省,0.4,3.7
402659381647,贵州省,0.2,5.6
401187469325,江苏省,0.45,3.7
401198615544,江苏省,0.3,3.7
401351222233,江苏省,0.55,3.7
401333759251,江苏省,0.85,3.7
401347563626,江苏省,0.3,3.7
401358365469,浙江省,0.45,3.7
401767302837,江苏省,1.1,4.7
402729233153,四川省,0.2,5.6
401352420335,江苏省,0.6,3.7
401350164691,浙江省,0.7,3.7
402725446704,四川省,0.2,5.6
401332566552,浙江省,0.2,3.7
401321256708,江苏省,0.2,3.7
401350667230,江苏省,0.25,3.7
401237193491,江苏省,0.45,3.7
401315505106,江苏省,0.7,3.7
401333373384,浙江省,0.4,3.7
401348845616,江苏省,0.3,3.7
401346615756,浙江省,0.25,3.7
401330765672,江苏省,0.45,3.7
401284110108,江苏省,0.2,3.7
402511873884,上海,0.2,3.7
401279137518,浙江省,0.65,3.7
401325659936,江苏省,0.2,3.7
402390604195,上海,0.2,3.7
402559110509,陕西省,0.2,5.6
757193007488,湖北省,0.2,5.2
402599483494,重庆,0.2,5.6
402339741453,上海,0.2,3.7
402572557352,四川省,0.2,5.6
401355250693,浙江省,0.25,3.7
401364748233,浙江省,0.25,3.7
402375927853,上海,0.2,3.7
401380587481,浙江省,0.2,3.7
402420846687,上海,0.2,3.7
401380741725,浙江省,0.6,3.7
401341258942,江苏省,0.35,3.7
402671668636,陕西省,0.2,5.6
401115916220,浙江省,0.75,3.7
402376041508,上海,0.2,3.7
402462109134,上海,0.2,3.7
401173062726,浙江省,0.2,3.7
401188407090,浙江省,0.3,3.7
401188407144,浙江省,0.8,3.7
402687653679,陕西省,0.2,5.6
401836951212,浙江省,1.1,4.7
401592016464,浙江省,1.1,4.7
402541792896,四川省,0.2,5.6
401164268180,浙江省,0.25,3.7
401198852852,浙江省,0.2,3.7
401193899809,江苏省,0.2,3.7
402714781519,四川省,0.2,5.6
402475903307,上海,0.2,3.7
402728044785,陕西省,0.2,5.6
402714781501,四川省,0.2,5.6
401164268197,浙江省,0.35,3.7
401152833634,江苏省,1,3.7
401149034130,浙江省,0.5,3.7
401101469448,江苏省,0.2,3.7
402121347026,湖南省,0.2,5.2
401196424556,江苏省,0.2,3.7
402563604734,四川省,0.2,5.6
401159299568,浙江省,0.2,3.7
401158654884,江苏省,0.5,3.7
401162013228,浙江省,0.2,3.7
402642681598,重庆,0.2,5.6
401117277699,安徽省,0.35,3.7
401370187211,内蒙古自治区,0.2,8.2
402641325706,四川省,0.2,5.6
401251207956,江苏省,0.2,3.7
401235877621,江苏省,0.6,3.7
401230797743,安徽省,0.35,3.7
402698193597,云南省,0.2,5.6
401233836482,浙江省,0.2,3.7
401231433386,江苏省,0.25,3.7
402734400881,四川省,0.2,5.6
401234060438,浙江省,0.2,3.7
401272666139,江苏省,0.25,3.7
402760581038,陕西省,0.2,5.6
401743721846,浙江省,1.1,4.7
402600076484,云南省,0.2,5.6
402700880621,陕西省,0.2,5.6
401240746712,江苏省,0.2,3.7
401230797729,浙江省,0.2,3.7
402732072642,云南省,0.2,5.6
402705520002,四川省,0.2,5.6
757195930358,浙江省,0.6,3.7
401282405246,江苏省,0.2,3.7
401247761076,江苏省,0.4,3.7
402570595669,四川省,0.2,5.6
402643159994,四川省,0.2,5.6
402291869456,福建省,0.2,5.2
401147118718,浙江省,0.55,3.7
402696803945,四川省,0.2,5.6
402460978031,上海,0.2,3.7
402644359922,贵州省,0.2,5.6
401273793008,浙江省,0.7,3.7
401250570586,浙江省,0.25,3.7
401242129636,安徽省,0.9,3.7
401278093761,浙江省,0.25,3.7
402722735272,陕西省,0.2,5.6
401229994198,浙江省,0.3,3.7
402352463086,上海,0.2,3.7
401200424979,浙江省,0.5,3.7
401170755709,浙江省,0.4,3.7
402760581045,重庆,0.2,5.6
402595377394,重庆,0.2,5.6
402599483462,云南省,0.2,5.6
401160536204,浙江省,1,3.7
402672030989,陕西省,0.2,5.6
402444300765,上海,0.2,3.7
757193007483,江西省,0.2,5.2
402706311444,云南省,0.2,5.6
401187105670,江苏省,0.45,3.7
402493441061,上海,0.2,3.7
402534451736,上海,0.2,3.7
401244841144,浙江省,0.2,3.7
402732072603,重庆,0.2,5.6
401350164707,浙江省,0.45,3.7
401327772067,浙江省,0.2,3.7
401332566545,浙江省,0.25,3.7
401330177774,江苏省,0.2,3.7
401330765734,浙江省,0.3,3.7
402722494969,重庆,0.2,5.6
402547421592,重庆,0.2,5.6
401273792992,江苏省,0.2,3.7
402369020357,上海,0.2,3.7
402568386473,四川省,0.2,5.6
402607726704,陕西省,0.2,5.6
401365649811,江苏省,0.2,3.7
401357658129,江苏省,0.75,3.7
402493040196,河南省,0.2,5.2
401365809672,江苏省,1,3.7
401367822500,浙江省,0.2,3.7
402665928121,四川省,0.2,5.6
402321751936,上海,0.2,3.7
401346663306,江苏省,0.25,3.7
757193007496,山东省,0.2,5.2
402672031046,四川省,0.2,5.6
401935515044,安徽省,1.1,4.7
401351421876,浙江省,0.2,3.7
401367822436,浙江省,0.95,3.7
402344213776,广东省,0.2,5.2
402365760004,上海,0.2,3.7
402705558643,四川省,0.2,5.6
402739012035,四川省,0.2,5.6
401284589859,浙江省,0.25,3.7
401348445547,江苏省,0.65,3.7
401348845598,浙江省,0.2,3.7
401334963181,江苏省,0.45,3.7
402721536398,云南省,0.2,5.6
402367897427,北京,0.2,5.2
402369770619,广东省,0.2,5.2
402722735297,重庆,0.2,5.6
402345698046,上海,0.2,3.7
401315505126,江苏省,0.85,3.7
402545194406,陕西省,0.2,5.6
402548383316,四川省,0.2,5.6
401352420381,浙江省,0.25,3.7
401320371546,浙江省,0.2,3.7
401320779082,浙江省,0.2,3.7
401274545389,浙江省,0.35,3.7
402607726699,四川省,0.2,5.6
401291619833,江苏省,0.2,3.7
401291619880,江苏省,0.3,3.7
402550035877,上海,0.2,3.7
401329287751,江苏省,0.2,3.7
401350164739,江苏省,0.2,3.7
401352420399,浙江省,0.2,3.7
402601744876,陕西省,0.2,5.6
402777710364,云南省,0.2,5.6
402725446674,云南省,0.2,5.6
401149992434,江苏省,0.35,3.7
401148538511,安徽省,0.55,3.7
401149159999,浙江省,0.7,3.7
402742389568,四川省,0.2,5.6
402725562548,陕西省,0.2,5.6
402545194471,云南省,0.2,5.6
402462175526,上海,0.2,3.7
402601744844,贵州省,0.2,5.6
402368616458,山东省,0.2,5.2
402684191264,四川省,0.2,5.6
401985295624,江苏省,1.1,4.7
402727438455,贵州省,0.2,5.6
402707987761,重庆,0.2,5.6
401162968592,浙江省,0.2,3.7
402467563256,湖南省,0.2,5.2
401207211662,浙江省,0.25,3.7
402548383286,贵州省,0.2,5.6
402637266874,重庆,0.2,5.6
401930964796,江苏省,1.1,4.7
402665928166,贵州省,0.2,5.6
401164268259,浙江省,0.2,3.7
402661761867,四川省,0.2,5.6
401179938910,浙江省,0.75,3.7
402725768060,陕西省,0.2,5.6
402462109198,上海,0.2,3.7
402755432177,贵州省,0.2,5.6
402469699515,上海,0.2,3.7
402781853372,云南省,0.2,5.6
401069802226,安徽省,0.45,3.7
402521260603,湖南省,0.2,5.2
401168937830,安徽省,0.2,3.7
401164643241,浙江省,0.2,3.7
401243809471,浙江省,0.65,3.7
401229512167,安徽省,0.3,3.7
401187647991,安徽省,0.35,3.7
402344213818,上海,0.2,3.7
402676037700,四川省,0.2,5.6
401198852884,浙江省,0.25,3.7
401198852907,浙江省,0.3,3.7
402649127017,四川省,0.2,5.6
401279137488,江苏省,0.7,3.7
402644359947,重庆,0.2,5.6
401264308673,浙江省,0.75,3.7
401237193514,浙江省,0.35,3.7
402437381919,上海,0.2,3.7
402670556342,贵州省,0.2,5.6
401237484433,江苏省,0.4,3.7
402676037788,上海,0.2,3.7
401250576170,浙江省,0.25,3.7
402722495013,贵州省,0.2,5.6
401164268266,浙江省,0.4,3.7
402080592076,江苏省,1.1,4.7
401242586515,浙江省,0.2,3.7
402766694622,重庆,0.2,5.6
401238677196,安徽省,0.3,3.7
402743733966,重庆,0.2,5.6
401250576187,浙江省,0.2,3.7
401244501308,浙江省,0.4,3.7
401251207904,安徽省,0.25,3.7
757193007500,河南省,0.2,5.2
401237636064,浙江省,0.2,3.7
401247761160,浙江省,0.6,3.7
402725768038,四川省,0.2,5.6
402545194489,陕西省,0.2,5.6
401229185349,江苏省,0.2,3.7
402672033076,贵州省,0.2,5.6
401284110186,浙江省,0.2,3.7
401254131300,浙江省,0.2,3.7
401278760463,浙江省,0.2,3.7
401237115043,浙江省,0.6,3.7
402600957076,山东省,0.2,5.2
401247761083,浙江省,0.2,3.7
402649127031,四川省,0.2,5.6
401263597872,浙江省,0.2,3.7
401200406427,浙江省,0.5,3.7
401244841196,浙江省,0.3,3.7
401263597865,江苏省,0.2,3.7
401229512142,浙江省,0.55,3.7
401241401619,安徽省,0.2,3.7
401233992423,浙江省,0.2,3.7
401263408486,浙江省,0.3,3.7
402652591102,上海,0.2,3.7
402665928077,陕西省,0.2,5.6
757195930059,福建省,0.2,5.2
402781853365,四川省,0.2,5.6
401189224172,浙江省,0.5,3.7
402782487006,四川省,0.2,5.6
401328608105,浙江省,0.25,3.7
401384334196,浙江省,0.25,3.7
401365060615,江苏省,0.3,3.7
401201282616,浙江省,0.45,3.7
401383937130,江苏省,0.75,3.7
402766694539,重庆,0.2,5.6
401365060679,江苏省,0.2,3.7
401358365496,浙江省,0.2,3.7
401259906255,浙江省,0.5,3.7
401365649836,浙江省,0.2,3.7
402653659343,上海,0.2,3.7
401375402576,江苏省,1,3.7
402601622418,四川省,0.2,5.6
401339989967,安徽省,0.3,3.7
402599483487,云南省,0.2,5.6
401361384001,浙江省,0.85,3.7
401365809680,江苏省,0.2,3.7
401351421851,浙江省,0.3,3.7
401385697703,浙江省,0.2,3.7
402607897002,四川省,0.2,5.6
402386119884,四川省,0.2,5.6
401330177781,江苏省,0.2,3.7
401352420328,江苏省,0.4,3.7
401320855116,江苏省,0.3,3.7
402700880584,陕西省,0.2,5.6
402672033095,四川省,0.2,5.6
402643159970,云南省,0.2,5.6
402705516396,云南省,0.2,5.6
402815763086,重庆,0.2,5.6
402808002946,四川省,0.2,5.6
401352984460,江苏省,0.4,3.7
401325634773,浙江省,0.9,3.7
402888640608,云南省,0.2,5.6
402828789088,黑龙江省,0.2,5.6
402885842484,重庆,0.2,5.6
402892565239,贵州省,0.2,5.6
401347563646,江苏省,0.25,3.7
401291619872,浙江省,0.2,3.7
401324600307,浙江省,0.25,3.7
401316955846,江苏省,0.7,3.7
401230953490,浙江省,0.9,3.7
402684191225,上海,0.2,3.7
401332566577,江苏省,0.2,3.7
401273512531,江苏省,0.2,3.7
401325092081,浙江省,0.4,3.7
401330765702,江苏省,0.2,3.7
401328243615,浙江省,0.55,3.7
402092962002,江苏省,1.1,4.7
402933930222,四川省,0.2,5.6
401325634734,安徽省,0.2,3.7
401332566538,安徽省,0.75,3.7
402268261962,浙江省,1.1,4.7
401117277729,江苏省,0.2,3.7
402890506104,云南省,0.2,5.6
401168937815,江苏省,0.2,3.7
401117197237,江苏省,0.4,3.7
402901687791,重庆,0.2,5.6
402147886297,江苏省,1.1,4.7
401190025599,江苏省,0.2,3.7
403000252210,四川省,0.2,5.6
402949019892,陕西省,0.2,5.6
402861760597,陕西省,0.2,5.6
402850683886,四川省,0.2,5.6
402575916658,上海,0.2,3.7
401211289140,江苏省,0.2,3.7
