运单编号,签收省份,重量,价格
400083640923,四川省,0.5,5.6
401819465506,湖南省,0.45,5.2
402435157694,上海,0.35,3.7
402185953000,安徽省,0.25,3.7
402192255327,安徽省,0.7,3.7
402156864724,浙江省,0.5,3.7
402188342979,江苏省,0.55,3.7
402153435884,江苏省,0.6,3.7
402369251573,上海,0.35,3.7
402186029846,江苏省,0.35,3.7
402206574190,江苏省,0.7,3.7
400984755185,贵州省,0.5,5.6
401104483632,贵州省,0.5,5.6
401115947038,四川省,0.5,5.6
401067242521,重庆,0.5,5.6
401107297056,重庆,0.5,5.6
402419735885,上海,0.35,3.7
400988142961,四川省,0.5,5.6
401024625365,贵州省,0.5,5.6
402192937801,江苏省,0.2,3.7
402206489853,浙江省,0.3,3.7
400936436487,四川省,0.5,5.6
402216264475,江苏省,0.9,3.7
402207876941,江苏省,0.5,3.7
402192937732,浙江省,0.3,3.7
402227131475,浙江省,0.25,3.7
757193007435,贵州省,0.5,5.6
401238677246,浙江省,1.35,4.7
402325556424,上海,0.35,3.7
402273890691,江苏省,0.8,3.7
402258085619,江苏省,0.75,3.7
402233744993,安徽省,0.5,3.7
402208444791,浙江省,0.2,3.7
402284076761,江苏省,0.75,3.7
401164787953,浙江省,1.35,4.7
401720052525,江西省,0.45,5.2
401122974398,重庆,0.5,5.6
402390601019,上海,0.35,3.7
401346232962,浙江省,1.35,4.7
402306051776,浙江省,0.55,3.7
401574044596,江苏省,1.35,4.7
402306051751,浙江省,0.3,3.7
402235417166,湖南省,0.45,5.2
402208444814,安徽省,0.45,3.7
402306764107,江苏省,0.35,3.7
401123081309,云南省,0.5,5.6
402306571564,江苏省,0.8,3.7
400941999437,贵州省,0.5,5.6
400866013477,云南省,0.5,5.6
400931010938,陕西省,0.5,5.6
400952483397,四川省,0.5,5.6
402202914237,安徽省,0.35,3.7
400916046056,四川省,0.5,5.6
401346232987,重庆,0.5,5.6
402619635230,上海,0.35,3.7
401291619865,云南省,0.5,5.6
401389749825,浙江省,1.35,4.7
402729233114,上海,0.35,3.7
402640255027,上海,0.35,3.7
402547421615,上海,0.35,3.7
402160350596,江苏省,0.2,3.7
402547501496,上海,0.35,3.7
402119718991,安徽省,0.4,3.7
402073116648,江苏省,0.2,3.7
402119718945,江苏省,0.2,3.7
402074704789,江苏省,0.75,3.7
401243452065,重庆,0.5,5.6
401798398806,浙江省,0.75,3.7
402099810691,浙江省,0.3,3.7
402538458156,上海,0.35,3.7
401230953482,贵州省,0.5,5.6
402304057706,河南省,0.45,5.2
401207211616,重庆,0.5,5.6
402102970872,浙江省,0.2,3.7
402603044557,上海,0.35,3.7
402125537702,浙江省,0.45,3.7
401607155880,浙江省,1.35,4.7
402141606671,浙江省,0.8,3.7
402157784691,安徽省,0.25,3.7
402733425264,上海,0.35,3.7
402511457311,上海,0.35,3.7
401244501239,四川省,0.5,5.6
401748037630,浙江省,1.35,4.7
402115757132,浙江省,0.2,3.7
402214945086,江苏省,0.65,3.7
402207886838,浙江省,0.2,3.7
401286983333,重庆,0.5,5.6
402233056728,浙江省,0.3,3.7
402233056767,安徽省,0.4,3.7
402213952635,浙江省,0.2,3.7
401163280020,重庆,0.5,5.6
401197938571,四川省,0.5,5.6
402172179114,江苏省,0.7,3.7
402208078632,浙江省,0.2,3.7
401352420342,四川省,0.5,5.6
402236288483,江苏省,0.2,3.7
402326542572,湖南省,0.45,5.2
402203253466,安徽省,0.55,3.7
401200406397,云南省,0.5,5.6
401274545357,四川省,0.5,5.6
402853618454,上海,0.35,3.7
402204985480,浙江省,0.65,3.7
402221806937,安徽省,0.3,3.7
402172967770,浙江省,0.2,3.7
401149992466,陕西省,0.5,5.6
402187942095,浙江省,0.2,3.7
402873480216,上海,0.35,3.7
402167759037,江苏省,0.2,3.7
402194754320,浙江省,0.35,3.7
402153438741,安徽省,0.25,3.7
402209383186,江苏省,0.2,3.7
402837177518,上海,0.35,3.7
402206574129,江苏省,0.3,3.7
402172179185,江苏省,0.2,3.7
401115916212,四川省,0.5,5.6
402186029866,江苏省,0.6,3.7
402033306416,安徽省,0.8,3.7
401782315153,江苏省,1.35,4.7
401774279976,江苏省,1.35,4.7
401913232969,浙江省,0.5,3.7
402915246217,上海,0.35,3.7
401244501253,重庆,0.5,5.6
402984298968,上海,0.35,3.7
401365060647,四川省,0.5,5.6
402295489940,江苏省,0.95,3.7
402945599078,上海,0.35,3.7
402865471046,上海,0.35,3.7
402289730306,安徽省,0.65,3.7
402286897477,江苏省,0.2,3.7
402240083342,浙江省,0.65,3.7
402258085646,江苏省,0.3,3.7
401119183488,贵州省,0.5,5.6
402925371831,上海,0.35,3.7
402259205567,浙江省,0.4,3.7
401315505083,陕西省,0.5,5.6
402855793566,上海,0.35,3.7
402150766659,浙江省,0.3,3.7
402257730506,浙江省,0.2,3.7
403216883860,上海,0.35,3.7
402258208284,浙江省,0.2,3.7
403053730328,上海,0.35,3.7
401315113496,陕西省,0.5,5.6
402274707483,浙江省,0.2,3.7
401328977820,贵州省,0.5,5.6
402214550115,浙江省,0.3,3.7
402306884946,浙江省,0.65,3.7
401280256557,重庆,0.5,5.6
403216623801,上海,0.35,3.7
401170755647,四川省,0.5,5.6
401823389499,浙江省,1.35,4.7
402251994855,安徽省,0.2,3.7
401237484446,四川省,0.5,5.6
402306764052,安徽省,0.7,3.7
402236020284,江苏省,1.35,4.7
402291586538,江苏省,0.2,3.7
401102162027,四川省,0.5,5.6
402304672974,江苏省,0.35,3.7
401152580444,陕西省,0.5,5.6
402258085633,浙江省,0.6,3.7
402314044830,浙江省,0.2,3.7
401148358390,四川省,0.5,5.6
403128457050,上海,0.35,3.7
402323140016,浙江省,0.2,3.7
402059141471,安徽省,0.55,3.7
403107955387,上海,0.35,3.7
401913232983,浙江省,0.35,3.7
402139523841,浙江省,0.2,3.7
401154132646,陕西省,0.5,5.6
401201282593,贵州省,0.5,5.6
402130798067,浙江省,0.2,3.7
401067242546,贵州省,0.5,5.6
401148358368,四川省,0.5,5.6
401152630989,重庆,0.5,5.6
401505623634,四川省,0.5,5.6
402059141546,江苏省,0.4,3.7
402102970796,江苏省,0.3,3.7
403085157453,上海,0.35,3.7
401459531006,贵州省,0.5,5.6
401538261816,四川省,0.5,5.6
402119718926,浙江省,0.3,3.7
402138702396,浙江省,0.2,3.7
401517670535,陕西省,0.5,5.6
402121347114,江苏省,0.4,3.7
402102970801,浙江省,0.25,3.7
402102970819,江苏省,0.7,3.7
402197881123,江苏省,0.7,3.7
402203799612,浙江省,0.25,3.7
402203799590,浙江省,0.2,3.7
402224117180,浙江省,0.3,3.7
401539989632,贵州省,0.5,5.6
403209167453,上海,0.35,3.7
401418067288,重庆,0.5,5.6
401526816902,陕西省,0.5,5.6
402237566983,江苏省,0.4,3.7
402208444821,浙江省,0.3,3.7
402235417178,安徽省,0.2,3.7
402208078625,浙江省,0.5,3.7
403267958118,上海,0.35,3.7
402236020339,浙江省,0.65,3.7
401572905537,四川省,0.5,5.6
401607096768,四川省,0.5,5.6
402163751448,浙江省,0.45,3.7
402314082475,浙江省,1.35,4.7
401464314726,重庆,0.5,5.6
402172179146,江苏省,0.5,3.7
402163751393,安徽省,0.35,3.7
402153435914,浙江省,0.45,3.7
401376820217,贵州省,0.5,5.6
402171739325,江苏省,0.25,3.7
400839849161,重庆,0.5,5.6
402185952962,江苏省,0.3,3.7
401503635084,四川省,0.5,5.6
401241401672,陕西省,0.5,5.6
402153438798,浙江省,0.35,3.7
401102162041,上海,0.4,3.7
402204589669,江苏省,0.25,3.7
401615548210,四川省,0.5,5.6
401560743300,四川省,0.5,5.6
402254799044,江苏省,0.25,3.7
402305643539,江苏省,0.7,3.7
402258085672,江苏省,0.2,3.7
401452344762,贵州省,0.5,5.6
402259205542,江苏省,0.55,3.7
402236288451,浙江省,0.95,3.7
402281789338,新疆维吾尔自治区,0.6,8.2
402295489906,江苏省,0.45,3.7
401407070740,云南省,0.5,5.6
402266022660,浙江省,0.2,3.7
402214945103,江苏省,0.25,3.7
401850008139,重庆,0.5,5.6
400931943186,上海,0.4,3.7
402425180468,湖北省,0.45,5.2
402258085658,浙江省,0.2,3.7
402282887468,浙江省,0.55,3.7
400918763886,上海,0.4,3.7
402237567038,安徽省,0.75,3.7
402257287302,江苏省,0.3,3.7
402283364502,浙江省,0.2,3.7
402307280211,江苏省,0.2,3.7
401783436327,重庆,0.5,5.6
402257287297,浙江省,0.6,3.7
401736025609,陕西省,0.5,5.6
402240083381,浙江省,0.6,3.7
402246519608,安徽省,0.4,3.7
402207886806,江苏省,0.75,3.7
402257287265,江苏省,0.25,3.7
402292109752,浙江省,0.2,3.7
401764655946,四川省,0.5,5.6
402282887537,浙江省,0.2,3.7
401187469332,陕西省,0.5,5.6
401710557728,四川省,0.5,5.6
401721000836,陕西省,0.5,5.6
401727524451,陕西省,0.5,5.6
400978124038,上海,0.4,3.7
402559110548,河北省,0.45,5.2
402073116655,江苏省,0.2,3.7
402088058699,浙江省,0.3,3.7
402101958850,浙江省,0.4,3.7
402099810677,浙江省,0.2,3.7
401757277326,四川省,0.5,5.6
401816201106,四川省,0.5,5.6
402089244956,浙江省,0.2,3.7
401068274247,上海,0.4,3.7
401728389966,云南省,0.5,5.6
401802803993,陕西省,0.5,5.6
402273890684,浙江省,1.35,4.7
401484919446,重庆,0.5,5.6
401631514257,陕西省,0.5,5.6
401813980602,四川省,0.5,5.6
401096455155,上海,0.4,3.7
402150766703,浙江省,1.35,4.7
401738145752,四川省,0.5,5.6
402125537734,浙江省,0.2,3.7
400937492458,上海,0.4,3.7
402360395398,浙江省,1.35,4.7
401642081481,云南省,0.5,5.6
402209383216,浙江省,0.45,3.7
401666637899,四川省,0.5,5.6
402169984137,江苏省,0.65,3.7
402156145030,浙江省,0.75,3.7
402213780495,江苏省,0.2,3.7
402236020314,江苏省,0.2,3.7
401552466326,四川省,0.5,5.6
402182549582,浙江省,0.5,3.7
402208078618,江苏省,0.2,3.7
402236020291,江苏省,0.9,3.7
401819465495,四川省,0.5,5.6
401636475830,陕西省,0.5,5.6
402220271979,江苏省,0.3,3.7
400931010851,上海,0.4,3.7
401626775100,重庆,0.5,5.6
402421096891,江苏省,1.35,4.7
401719645277,四川省,0.5,5.6
402612455207,广东省,0.45,5.2
402172967709,浙江省,0.5,3.7
401753091720,四川省,0.5,5.6
401103044088,上海,0.4,3.7
402175519486,浙江省,0.25,3.7
401850008146,四川省,0.5,5.6
402600183522,江西省,0.45,5.2
402203253528,浙江省,0.2,3.7
401753091813,四川省,0.5,5.6
402213952642,安徽省,0.2,3.7
401065658034,上海,0.4,3.7
402283729683,安徽省,0.45,3.7
402291390260,江苏省,0.2,3.7
402153438773,浙江省,0.45,3.7
402259205629,浙江省,0.25,3.7
401592712506,云南省,0.5,5.6
402259205611,江苏省,0.2,3.7
401780474206,陕西省,0.5,5.6
402258575398,江苏省,0.3,3.7
401068495476,上海,0.4,3.7
401994132526,陕西省,0.5,5.6
401926407291,四川省,0.5,5.6
402283604614,浙江省,0.35,3.7
402284076779,江苏省,0.7,3.7
402291586506,浙江省,0.2,3.7
401982972736,四川省,0.5,5.6
402281789384,江苏省,0.45,3.7
757195930326,山东省,0.45,5.2
400989815987,上海,0.4,3.7
402268261987,浙江省,0.25,3.7
400956323974,上海,0.4,3.7
402305643578,浙江省,0.25,3.7
401173062706,上海,0.4,3.7
402207886845,浙江省,0.3,3.7
403155306126,浙江省,1.35,4.7
401890755306,重庆,0.5,5.6
401330765759,上海,0.4,3.7
402989381006,河南省,0.45,5.2
402246519592,浙江省,0.45,3.7
402283364472,江苏省,0.2,3.7
402031710680,重庆,0.5,5.6
402283729706,江苏省,0.2,3.7
402246519615,浙江省,0.55,3.7
401343641221,上海,0.4,3.7
401907323428,重庆,0.5,5.6
402110626238,江苏省,0.3,3.7
401328124611,上海,0.4,3.7
403243466588,广东省,0.45,5.2
402110626245,江苏省,0.35,3.7
402036266339,浙江省,0.2,3.7
401329287720,上海,0.4,3.7
401799431231,江苏省,0.3,3.7
401968784459,陕西省,0.5,5.6
401920348572,云南省,0.5,5.6
403103968180,山东省,0.45,5.2
402086940125,浙江省,0.35,3.7
402089647681,江苏省,0.2,3.7
402155323077,浙江省,0.55,3.7
402033306423,浙江省,0.2,3.7
401274545318,上海,0.4,3.7
402003936484,重庆,0.5,5.6
402129260585,浙江省,0.2,3.7
401888902363,四川省,0.5,5.6
402086940118,江苏省,0.2,3.7
400924963946,浙江省,1.4,4.7
401678406716,四川省,0.5,5.6
402033306436,陕西省,0.5,5.6
401926407353,云南省,0.5,5.6
402024648708,云南省,0.5,5.6
402207876973,浙江省,1,3.7
402153435921,江苏省,0.9,3.7
401073528314,浙江省,1.4,4.7
401174739996,江苏省,1.4,4.7
402206203412,安徽省,0.2,3.7
401194919879,上海,0.4,3.7
401389340983,浙江省,1.4,4.7
401890755325,四川省,0.5,5.6
403174474747,河北省,0.45,5.2
402221492236,浙江省,0.2,3.7
402213952681,江苏省,0.2,3.7
401890856436,四川省,0.5,5.6
402163751379,陕西省,0.5,5.6
400949583135,天津,0.5,5.2
402221492179,浙江省,0.4,3.7
402225389543,重庆,0.5,5.6
401464314733,江苏省,1.4,4.7
401250570579,上海,0.4,3.7
402235981166,重庆,0.5,5.6
402186139977,江苏省,0.85,3.7
402167759051,云南省,0.5,5.6
401290172729,上海,0.4,3.7
402200260040,江苏省,0.4,3.7
401385697698,上海,0.4,3.7
402235981110,贵州省,0.5,5.6
757195930048,浙江省,0.2,3.7
401560743388,上海,0.4,3.7
402317167394,浙江省,0.4,3.7
401574044626,上海,0.4,3.7
402202914212,云南省,0.5,5.6
402292060216,浙江省,0.25,3.7
402291586545,浙江省,0.2,3.7
400930750807,广东省,0.5,5.2
401266599401,上海,0.4,3.7
402074151729,四川省,0.5,5.6
402271678042,浙江省,0.65,3.7
402314082456,浙江省,0.2,3.7
402274707513,江苏省,0.75,3.7
402227131505,重庆,0.5,5.6
401369502240,上海,0.4,3.7
402314082490,浙江省,0.55,3.7
402295564870,贵州省,0.5,5.6
402291869512,江苏省,0.3,3.7
402289833649,浙江省,0.35,3.7
402204985502,云南省,0.5,5.6
402237298844,安徽省,0.5,3.7
402258575442,浙江省,0.2,3.7
402257730496,浙江省,0.2,3.7
402291390238,浙江省,0.4,3.7
400921152386,湖南省,0.5,5.2
402153438710,陕西省,0.5,5.6
402295564887,安徽省,0.45,3.7
401391195626,上海,0.4,3.7
402185952916,陕西省,0.5,5.6
401402282942,上海,0.4,3.7
402213780370,贵州省,0.5,5.6
402173524516,四川省,0.5,5.6
402294637223,重庆,0.5,5.6
402260391926,浙江省,0.85,3.7
401459530924,上海,0.4,3.7
402306571596,安徽省,0.2,3.7
402504591368,重庆,0.5,5.6
402129260608,浙江省,0.6,3.7
401510271830,上海,0.4,3.7
402345804001,四川省,0.5,5.6
401578282999,上海,0.4,3.7
401693286756,上海,0.4,3.7
402145531558,江苏省,0.35,3.7
401605297808,浙江省,0.2,3.7
402108468606,浙江省,0.2,3.7
401913232951,江苏省,0.4,3.7
402128332516,江苏省,0.2,3.7
401838686462,上海,0.4,3.7
402346791074,四川省,0.5,5.6
402155562491,安徽省,0.25,3.7
402426003866,重庆,0.5,5.6
402534451699,贵州省,0.5,5.6
402134848513,浙江省,0.3,3.7
402119718952,浙江省,0.65,3.7
401909650766,浙江省,0.65,3.7
402129485846,浙江省,0.25,3.7
402121347077,浙江省,0.2,3.7
402462109102,四川省,0.5,5.6
401980922848,浙江省,1.4,4.7
402326302793,重庆,0.5,5.6
402374807005,重庆,0.5,5.6
402141606664,浙江省,1.4,4.7
402143252544,浙江省,0.2,3.7
401352984445,湖南省,0.5,5.2
401246342326,福建省,0.5,5.2
402175519434,江苏省,0.4,3.7
402138702344,江苏省,0.85,3.7
402190302334,浙江省,0.65,3.7
402153752513,安徽省,0.25,3.7
402163751436,浙江省,0.6,3.7
402156864731,浙江省,1,3.7
402289730360,陕西省,0.5,5.6
402231151708,浙江省,0.25,3.7
402213780316,浙江省,0.8,3.7
402227131520,江苏省,0.2,3.7
402215300690,江苏省,0.65,3.7
402153438786,江苏省,0.4,3.7
402221492248,浙江省,0.35,3.7
402314044792,云南省,0.5,5.6
402153517722,浙江省,0.35,3.7
402172179192,浙江省,0.35,3.7
402399275538,陕西省,0.5,5.6
402192255373,浙江省,0.2,3.7
402402917286,云南省,0.5,5.6
402541788175,四川省,0.5,5.6
402305468791,江苏省,1,3.7
402275280977,江苏省,0.2,3.7
402157784645,浙江省,1.4,4.7
401785191447,上海,0.4,3.7
402290904334,江苏省,1.4,4.7
402257138755,浙江省,0.65,3.7
402421934899,江苏省,1.4,4.7
402318325358,安徽省,0.2,3.7
402277138945,浙江省,0.3,3.7
402364510787,四川省,0.5,5.6
401802803930,上海,0.4,3.7
402304057683,重庆,0.5,5.6
402373079430,云南省,0.5,5.6
401744954777,上海,0.4,3.7
402281789306,江苏省,0.65,3.7
402391760076,重庆,0.5,5.6
402258723803,浙江省,0.25,3.7
402291869505,浙江省,0.25,3.7
401648278078,上海,0.4,3.7
401643797362,上海,0.4,3.7
402291390213,江苏省,0.25,3.7
402008399415,上海,0.4,3.7
401903816508,上海,0.4,3.7
402286897452,浙江省,0.2,3.7
402057339062,上海,0.4,3.7
402283729696,浙江省,0.2,3.7
402263717887,浙江省,0.2,3.7
402497674980,四川省,0.5,5.6
402380167066,云南省,0.5,5.6
402266022691,安徽省,0.25,3.7
402374565313,浙江省,1.4,4.7
402426646349,四川省,0.5,5.6
402277138960,浙江省,0.55,3.7
401900321206,浙江省,0.8,3.7
401890856443,上海,0.4,3.7
402651838147,江苏省,1.4,4.7
402352463174,重庆,0.5,5.6
401664708267,上海,0.4,3.7
402074151711,江苏省,0.2,3.7
402383569374,重庆,0.5,5.6
402074704732,安徽省,0.2,3.7
402155562452,浙江省,0.4,3.7
402008917988,上海,0.4,3.7
402295564823,四川省,0.5,5.6
402344842140,四川省,0.5,5.6
402542331927,陕西省,0.5,5.6
401910591778,上海,0.4,3.7
401890755295,上海,0.4,3.7
401897639594,上海,0.4,3.7
402755853155,江苏省,1.4,4.7
402108468588,江苏省,0.2,3.7
402172179166,上海,0.4,3.7
402192255366,上海,0.4,3.7
402128332567,江苏省,0.2,3.7
402483305961,陕西省,0.5,5.6
402383734643,陕西省,0.5,5.6
402312932526,陕西省,0.5,5.6
402547501526,云南省,0.5,5.6
402722494937,贵州省,0.5,5.6
402607484336,四川省,0.5,5.6
402563604741,云南省,0.5,5.6
402729233077,四川省,0.5,5.6
402763159293,贵州省,0.5,5.6
402728909273,四川省,0.5,5.6
402173524555,江苏省,0.2,3.7
402184387476,江苏省,0.2,3.7
402203253516,浙江省,0.6,3.7
402236020378,浙江省,0.2,3.7
402563604727,贵州省,0.5,5.6
402214550078,江苏省,0.55,3.7
401211289164,湖南省,0.5,5.2
402971679622,浙江省,1.4,4.7
402701553038,四川省,0.5,5.6
402233056735,浙江省,0.55,3.7
402231151730,浙江省,0.2,3.7
402213952650,浙江省,0.6,3.7
402203253498,安徽省,0.2,3.7
402649127076,四川省,0.5,5.6
402233056742,江苏省,0.2,3.7
402184387456,浙江省,0.2,3.7
402749714784,贵州省,0.5,5.6
402220271954,江苏省,0.2,3.7
402222733793,江苏省,0.25,3.7
402207846119,浙江省,0.4,3.7
402153435877,浙江省,0.2,3.7
401147118771,湖南省,0.5,5.2
402200260018,浙江省,0.4,3.7
402021253316,江苏省,0.75,3.7
402220271961,安徽省,0.3,3.7
402207877028,浙江省,0.3,3.7
402222733761,上海,0.4,3.7
402216264505,江苏省,0.2,3.7
402209383193,安徽省,0.25,3.7
402197881079,江苏省,0.65,3.7
402651838092,重庆,0.5,5.6
402323140055,安徽省,0.3,3.7
402182549504,江苏省,0.4,3.7
402224117197,上海,0.4,3.7
402232150555,安徽省,0.25,3.7
402282887443,江苏省,0.2,3.7
402172967762,上海,0.4,3.7
401641955360,湖南省,0.5,5.2
402214550154,江苏省,0.45,3.7
402967940293,四川省,0.5,5.6
403103968266,江苏省,1.4,4.7
402855793521,四川省,0.5,5.6
402304673011,江苏省,0.2,3.7
402305643566,安徽省,0.45,3.7
402251994870,江苏省,0.2,3.7
402284076747,浙江省,0.3,3.7
402830809701,四川省,0.5,5.6
402258085665,浙江省,0.3,3.7
402323140048,上海,0.4,3.7
402257138661,浙江省,0.35,3.7
402839413580,四川省,0.5,5.6
402933373499,陕西省,0.5,5.6
402295771734,浙江省,0.35,3.7
402306884907,安徽省,0.2,3.7
401822477346,湖南省,0.5,5.2
402292109713,江苏省,0.35,3.7
402865471085,陕西省,0.5,5.6
402258085596,上海,0.4,3.7
402892256296,陕西省,0.5,5.6
402291390277,浙江省,0.5,3.7
402291390196,浙江省,0.85,3.7
402258575428,浙江省,0.2,3.7
402271677998,江苏省,0.2,3.7
402317167431,上海,0.4,3.7
402233358874,江苏省,0.2,3.7
402188342930,上海,0.4,3.7
402225389556,上海,0.4,3.7
402157784684,江苏省,0.85,3.7
402138702406,浙江省,0.2,3.7
402955095069,陕西省,0.5,5.6
402138850847,江苏省,0.2,3.7
403044425233,陕西省,0.5,5.6
403014314833,四川省,0.5,5.6
402089647704,江苏省,0.25,3.7
402307280204,上海,0.4,3.7
402125537773,浙江省,0.2,3.7
402086940095,浙江省,0.6,3.7
402074704771,浙江省,0.45,3.7
402099810707,江苏省,0.65,3.7
402121785096,浙江省,0.35,3.7
403209061113,四川省,0.5,5.6
403040881938,陕西省,0.5,5.6
402121347038,浙江省,0.2,3.7
402134848526,浙江省,0.3,3.7
402102970865,上海,0.4,3.7
402186029814,上海,0.4,3.7
401004127694,浙江省,1.45,4.7
402138850815,江苏省,0.2,3.7
402233056703,浙江省,0.75,3.7
403200350476,云南省,0.5,5.6
402204681537,安徽省,0.3,3.7
402208078640,江苏省,0.2,3.7
403200334453,四川省,0.5,5.6
403193912729,云南省,0.5,5.6
403174474722,陕西省,0.5,5.6
403129732963,贵州省,0.5,5.6
402156864717,江苏省,0.25,3.7
402172967723,浙江省,0.2,3.7
403110354138,四川省,0.5,5.6
402295771646,上海,0.4,3.7
402221806920,江苏省,0.3,3.7
402172967748,江苏省,0.6,3.7
402153752552,浙江省,0.2,3.7
403087322928,四川省,0.5,5.6
402221492161,浙江省,0.65,3.7
402224117210,浙江省,0.5,3.7
402273890753,上海,0.4,3.7
402200260032,安徽省,0.5,3.7
402213780476,安徽省,0.7,3.7
402102970846,上海,0.4,3.7
402289833676,上海,0.4,3.7
402206203390,浙江省,1,3.7
402420846655,上海,0.4,3.7
403200334508,四川省,0.5,5.6
403289127186,四川省,0.5,5.6
402206203437,江苏省,0.2,3.7
403240777764,贵州省,0.5,5.6
403260724885,云南省,0.5,5.6
402190302310,浙江省,0.2,3.7
400955868470,陕西省,0.55,5.6
402607484348,内蒙古自治区,0.2,8.2
402209383179,江苏省,0.2,3.7
402203799582,江苏省,0.3,3.7
401021474669,陕西省,0.55,5.6
401101398077,四川省,0.55,5.6
401100594409,四川省,0.55,5.6
402257287246,浙江省,0.3,3.7
402266022613,浙江省,0.7,3.7
401022293206,陕西省,0.55,5.6
401101458560,重庆,0.55,5.6
402444300827,上海,0.4,3.7
402282887475,江苏省,0.75,3.7
402291869520,浙江省,0.25,3.7
402326066624,上海,0.4,3.7
401100594416,贵州省,0.55,5.6
400918602197,陕西省,0.55,5.6
401104483640,云南省,0.55,5.6
401075056935,重庆,0.55,5.6
402260391980,江苏省,0.85,3.7
402449850935,上海,0.4,3.7
402263717848,浙江省,0.5,3.7
402259205574,浙江省,0.55,3.7
402364510824,上海,0.4,3.7
402317167463,江苏省,0.2,3.7
402312932572,江苏省,0.7,3.7
402292060228,浙江省,0.45,3.7
401596881922,福建省,0.5,5.2
401073528284,四川省,0.55,5.6
402504591343,上海,0.4,3.7
402260392002,浙江省,0.2,3.7
400946519106,四川省,0.55,5.6
402274707506,江苏省,0.25,3.7
401626775156,福建省,0.5,5.2
402295015106,江苏省,0.2,3.7
402281789345,江苏省,0.65,3.7
402306884939,江苏省,0.55,3.7
400913427016,陕西省,0.55,5.6
402645472792,上海,0.4,3.7
402258208307,安徽省,0.7,3.7
402258208314,安徽省,0.85,3.7
402284076722,江苏省,0.2,3.7
402295771702,江苏省,0.35,3.7
402213780323,江苏省,0.6,3.7
402318325346,浙江省,0.2,3.7
401151591143,江苏省,1.45,4.7
402143252551,江苏省,0.2,3.7
401658893531,广东省,0.5,5.2
402777852743,上海,0.4,3.7
400941999356,陕西省,0.55,5.6
400920919288,云南省,0.55,5.6
402102970833,浙江省,0.85,3.7
402603044463,上海,0.4,3.7
402036260481,湖南省,0.5,5.2
400952905783,陕西省,0.55,5.6
401161610004,贵州省,0.55,5.6
402108468618,江苏省,0.3,3.7
401160536167,重庆,0.55,5.6
402125537727,浙江省,0.2,3.7
402157784613,浙江省,0.85,3.7
402157784660,安徽省,0.35,3.7
402140219962,浙江省,0.9,3.7
401254131248,陕西省,0.55,5.6
402110861771,江苏省,0.65,3.7
402129485858,浙江省,0.25,3.7
402110861757,安徽省,0.2,3.7
401269539798,四川省,0.55,5.6
401822477397,江苏省,0.2,3.7
402235417192,浙江省,0.45,3.7
401893908733,湖北省,0.5,5.2
402221492223,江苏省,0.35,3.7
402207846158,浙江省,0.5,3.7
401263408441,贵州省,0.55,5.6
402163751462,江苏省,0.2,3.7
402192937771,浙江省,0.85,3.7
402173085957,浙江省,0.2,3.7
402203253503,浙江省,0.25,3.7
402221806976,浙江省,0.3,3.7
402781853301,上海,0.4,3.7
402204985541,安徽省,0.2,3.7
401158654914,陕西省,0.55,5.6
402185952948,浙江省,0.3,3.7
402153752476,浙江省,0.55,3.7
402206203420,浙江省,0.7,3.7
402156145054,安徽省,0.8,3.7
402153438766,浙江省,0.5,3.7
402173524548,江苏省,0.3,3.7
402190302302,江苏省,0.9,3.7
402641325732,上海,0.4,3.7
402186140006,安徽省,0.45,3.7
401119229920,四川省,0.55,5.6
402512731512,上海,0.4,3.7
401284110130,贵州省,0.55,5.6
402202914190,浙江省,0.7,3.7
401328124581,重庆,0.55,5.6
402216264544,浙江省,0.2,3.7
401330765766,四川省,0.55,5.6
402908500744,上海,0.4,3.7
401146233878,四川省,0.55,5.6
402283960244,江苏省,0.45,3.7
402885842539,上海,0.4,3.7
401178345642,陕西省,0.55,5.6
402304735906,江苏省,0.25,3.7
401236141140,四川省,0.55,5.6
402257138709,浙江省,0.3,3.7
401364694477,云南省,0.55,5.6
401190025550,四川省,0.55,5.6
402305468760,江苏省,0.2,3.7
402240083350,浙江省,0.95,3.7
402266022677,安徽省,0.2,3.7
402190302280,江苏省,0.65,3.7
402295771658,浙江省,0.9,3.7
402258723798,江苏省,0.2,3.7
402292109738,江苏省,0.25,3.7
402240083404,江苏省,0.4,3.7
402257287334,安徽省,0.6,3.7
402259286764,江苏省,0.25,3.7
402836890292,上海,0.4,3.7
402283960276,浙江省,0.2,3.7
402274707538,浙江省,0.25,3.7
402204589651,江苏省,0.2,3.7
401285029216,四川省,0.55,5.6
401753091796,江苏省,1.45,4.7
402273890707,浙江省,0.75,3.7
402291586513,浙江省,0.2,3.7
401149992402,云南省,0.55,5.6
402257254264,浙江省,0.8,3.7
402275280991,江苏省,0.2,3.7
401247761138,云南省,0.55,5.6
402323140036,江苏省,0.45,3.7
402292060166,江苏省,0.55,3.7
401315505160,陕西省,0.55,5.6
402306884921,浙江省,0.5,3.7
402140363661,江苏省,0.85,3.7
402138702426,江苏省,0.5,3.7
402102970858,浙江省,0.4,3.7
402155323045,浙江省,0.2,3.7
402119718913,浙江省,0.2,3.7
401273138307,四川省,0.55,5.6
402905474851,上海,0.4,3.7
401237115112,四川省,0.55,5.6
401183898481,贵州省,0.55,5.6
403089483946,上海,0.4,3.7
