运单编号,目的地,计费重量,总运费,备注
3308106308330,广西壮族自治区,0.1,6.3,
3308106308328,辽宁省,1.12,7.56,
3308106308316,湖南省,0.18,6.3,
3308106308304,河北省,0.22,6.3,
3308130100869,天津,0.36,6.3,
3308092229003,广东省,0.2,6.3,
3308092228990,湖南省,0.55,6.3,
3308092228988,新疆维吾尔自治区,0.65,6.3,
3308092228976,山东省,0.45,6.3,
3308092228964,江苏省,0.55,4,
3308090312885,北京,0.35,6.3,
3308090312873,广东省,0.35,6.3,
3308180170725,福建省,0.79,6.3,
3308090312861,江西省,0.75,6.3,
3308130100845,北京,0.38,6.3,
3308131559836,河北省,0.6,6.3,
3308131559824,天津,1.2,7.56,
3308131559848,湖南省,0.7,6.3,
3308131559812,福建省,0.25,6.3,
3308131559850,广东省,0.2,6.3,
3308131559861,山东省,0.52,6.3,
3308131559873,河南省,0.4,6.3,
3308130100875,福建省,0.2,6.3,
3308131559885,河南省,0.45,6.3,
3308131559897,广东省,0.65,6.3,
3308131559805,福建省,0.4,6.3,
3308131158116,福建省,0.14,6.3,
3308130100894,山西省,0.28,6.3,
3308132746178,江西省,0.12,6.3,
3308132746180,福建省,0.15,6.3,
3308130100882,福建省,0.22,6.3,
3308145554978,新疆维吾尔自治区,0.46,6.3,
3308142058845,山东省,0.01,6.3,
3308142058766,江西省,0.55,6.3,
3308142058778,广东省,1.25,8.19,
3308142058780,北京,0.74,6.3,
3308142058791,北京,0.18,6.3,
3308142058808,山东省,0.35,6.3,
3308142058810,山东省,0.2,6.3,
3308142058821,福建省,0.31,6.3,
3308142058833,山西省,0.6,6.3,
3308142058754,广东省,0.42,6.3,
3308143170896,北京,0.36,6.3,
3308143170902,北京,0.45,6.3,
3308143170914,福建省,0.19,6.3,
3308143170926,福建省,0.38,6.3,
3308143170938,河北省,0.44,6.3,
3308143170940,山东省,0.79,6.3,
3308145554942,辽宁省,0.75,6.3,
3308145554954,湖北省,0.38,6.3,
3308145554966,广东省,0.46,6.3,
3308090312850,江苏省,0.6,4,
3308084631795,福建省,1.02,6.93,
3308090312836,吉林省,0.55,6.3,
3308090312824,广东省,0.4,6.3,
3308090312812,广西壮族自治区,0.4,6.3,
3308090312805,江西省,0.56,6.3,
3308090312794,广西壮族自治区,0.89,6.3,
3308084631825,广东省,0.77,6.3,
3308084631819,贵州省,0.44,6.3,
3308084631807,广西壮族自治区,0.52,6.3,
3308090312848,广东省,0.5,6.3,
3308084631789,河南省,0.05,6.3,
3308084631777,广东省,0.09,6.3,
3308128341054,山东省,0.13,6.3,
3308128341042,广东省,0.22,6.3,
3308128341035,广东省,0.3,6.3,
3308167249744,广东省,0.34,6.3,
3308167249732,山东省,0.2,6.3,
3308167249725,广东省,0.3,6.3,
3308167249719,广东省,0.2,6.3,
3308222897787,广东省,0.47,6.3,
3308188844385,福建省,0.96,6.3,
3308222897817,河南省,0.4,6.3,
3308222897805,福建省,1,6.3,
3308222897799,广东省,0.32,6.3,
3308188844397,湖北省,0.4,6.3,
3308166906617,广东省,0.9,6.3,
3308166906538,山东省,1.25,8.19,
3308166906540,广东省,0.6,6.3,
3308166906551,黑龙江省,0.58,6.3,
3308166906563,江苏省,1.47,5,
3308166906575,广东省,0.5,6.3,
3308166906587,黑龙江省,0.4,6.3,
3308166906599,江西省,0.7,6.3,
3308166906605,山东省,0.25,6.3,
3308167249707,山东省,0.78,6.3,
3308111599945,湖北省,0.6,6.3,
3308111599957,福建省,0.4,6.3,
3308111599969,广东省,0.53,6.3,
3308167169895,广东省,0.2,6.3,
3308167249653,山东省,0.54,6.3,
3308167249665,北京,0.45,6.3,
3308167249677,广东省,0.7,6.3,
3308167249689,广东省,0.72,6.3,
3308167249695,河南省,0.48,6.3,
3308166906526,广东省,0.75,6.3,
3308172529198,福建省,0.18,6.3,
3308128703128,湖南省,1.75,11.34,
3308119513581,江西省,0.4,6.3,
3308128703130,山西省,0.98,6.3,
3308128703141,黑龙江省,0.83,6.3,
3308172529204,广东省,0.32,6.3,
3308128703116,河北省,2.3,14.49,
3308172529186,山东省,1.48,9.45,
3308172529174,黑龙江省,0.18,6.3,
3308172529162,辽宁省,0.77,6.3,
3308172529155,河北省,0.34,6.3,
3308172455402,湖北省,0.28,6.3,
3308172455396,北京,0.3,6.3,
3308128703055,江苏省,0.8,4,
3308111600003,福建省,1.7,10.71,
3308111599994,天津,0.26,6.3,
3308111599982,辽宁省,0.25,6.3,
3308111599975,福建省,0.34,6.3,
3308128703104,北京,0.7,6.3,
3308128703062,广东省,1.2,7.56,
3308128703074,广西壮族自治区,0.79,6.3,
3308128703086,湖南省,0.2,6.3,
3308128703098,北京,0.95,6.3,
3308225440848,河南省,0.2,6.3,
3308121021263,广东省,0.48,6.3,
3308172052728,福建省,1.15,7.56,
3308172052765,广西壮族自治区,1.39,8.82,
3308172052753,山东省,0.52,6.3,
3308172052741,广西壮族自治区,0.45,6.3,
3308172052730,广东省,2.75,17.64,
3308172052777,福建省,0.68,6.3,
3308119513593,湖北省,0.55,6.3,
3308119513600,湖北省,0.15,6.3,
3308119513611,湖北省,0.23,6.3,
3308119513623,湖北省,0.25,6.3,
3308119513635,甘肃省,0.2,6.3,
3308172455384,北京,0.34,6.3,
3308172455335,北京,0.43,6.3,
3308172455372,福建省,1.64,10.71,
3308172455365,湖南省,0.85,6.3,
3308172455359,河南省,0.35,6.3,
3308172455347,辽宁省,0.2,6.3,
3308172052789,福建省,0.56,6.3,
3308172455323,湖南省,0.2,6.3,
3308172455311,新疆维吾尔自治区,0.7,6.3,
3308172052819,河北省,0.85,6.3,
3308172052807,广西壮族自治区,0.4,6.3,
3308172052795,江西省,1,6.3,
3308163796926,江西省,0.46,6.3,
3308158753837,福建省,0.24,6.3,
3308160742547,湖南省,0.58,6.3,
3308160742535,江西省,0.34,6.3,
3308160742523,广东省,0.25,6.3,
3308160742511,山东省,0.56,6.3,
3308160742559,河北省,0.5,6.3,
3308158753825,福建省,1.9,11.97,
3308158753813,吉林省,0.28,6.3,
3308158753801,江西省,0.56,6.3,
3308158753795,福建省,0.92,6.3,
3308158753783,新疆维吾尔自治区,0.68,6.3,
3308158753771,北京,1.56,10.08,
3308127027586,广东省,0.2,6.3,
3308127027549,山西省,0.9,6.3,
3308127027555,广东省,0.3,6.3,
3308127027562,河北省,0.2,6.3,
3308127027574,甘肃省,0.7,6.3,
3308160742565,西藏自治区,0.3,6.3,
3308127027598,黑龙江省,0.4,6.3,
3308160742602,黑龙江省,0.5,6.3,
3308160742596,江西省,0.2,6.3,
3308160742584,广东省,0.4,6.3,
3308160742572,广东省,0.32,6.3,
3308123433977,广东省,0.56,6.3,
3308222897775,福建省,0.13,6.3,
3308222897763,福建省,0.73,6.3,
3308153940035,湖北省,0.4,6.3,
3308153940023,内蒙古自治区,1.28,8.19,
3308153940011,河北省,0.42,6.3,
3308183091319,福建省,0.4,6.3,
3308183091307,吉林省,0.72,6.3,
3308183091295,广西壮族自治区,1.09,6.93,
3308183091289,湖南省,0.62,6.3,
3308183091277,江西省,0.45,6.3,
3308183091265,湖北省,0.5,6.3,
3308158753760,广东省,0.58,6.3,
3308183091325,湖北省,0.05,6.3,
3308183091332,湖南省,0.41,6.3,
3308183091344,广东省,0.4,6.3,
3308183091356,黑龙江省,0.63,6.3,
3308188844361,江西省,0.8,6.3,
3308188844350,新疆维吾尔自治区,0.7,6.3,
3308188844348,河北省,1.2,7.56,
3308188844373,天津,0.38,6.3,
3308158753746,福建省,0.65,6.3,
3308158753758,河北省,0.4,6.3,
3308185896657,湖南省,0.25,6.3,
3308209374328,北京,0.3,6.3,
3308121021287,辽宁省,0.42,6.3,
3308121021299,福建省,0.34,6.3,
3308121021305,福建省,0.36,6.3,
3308121021317,福建省,0.2,6.3,
3308209374330,江西省,0.35,6.3,
3308121021275,山东省,0.18,6.3,
3308209374316,山东省,0.2,6.3,
3308209374304,河南省,0.8,6.3,
3308185896610,河北省,2.65,17.01,
3308163796963,辽宁省,0.32,6.3,
3308163796951,辽宁省,0.56,6.3,
3308163796940,辽宁省,0.28,6.3,
3308210731229,青海省,0.16,6.3,
3308185896645,广东省,0.28,6.3,
3308185896633,福建省,3.34,21.42,
3308185896621,湖北省,0.96,6.3,
3308210731235,北京,0.25,6.3,
3308209374341,福建省,0.24,6.3,
3308210731217,广东省,0.12,6.3,
3308210731205,广东省,0.58,6.3,
3308210731199,广东省,0.12,6.3,
3308210731187,福建省,0.2,6.3,
3308209374353,广东省,0.3,6.3,
3308123433965,辽宁省,0.14,6.3,
3308184760643,广东省,0.06,6.3,
3308123433953,广东省,0.28,6.3,
3308123433941,山东省,0.1,6.3,
3308123433930,河南省,0.33,6.3,
3308123433928,广东省,0.2,6.3,
3308184760590,辽宁省,0.7,6.3,
3308184760606,福建省,0.38,6.3,
3308184760618,内蒙古自治区,0.28,6.3,
3308184760620,天津,0.22,6.3,
3308184760631,江西省,0.17,6.3,
3308163796938,河南省,0.68,6.3,
3308184760655,北京,0.26,6.3,
3308185896608,湖南省,1.08,6.93,
3308185896591,广东省,0.7,6.3,
3308185896580,北京,0.5,6.3,
3308185896578,广东省,0.38,6.3,
3308185896566,黑龙江省,0.67,6.3,
3308163796914,黑龙江省,0.86,6.3,
3308184760685,广东省,0.24,6.3,
3308184760679,北京,0.67,6.3,
3308184760667,河南省,0.62,6.3,
3308188608046,山东省,1,6.3,
3308188608058,浙江省,0.44,4,
3308188608034,山东省,3.06,19.53,
3308188608022,浙江省,0.8,4,
3308231058965,河南省,0.3,6.3,
3308229215777,江苏省,0.2,4,
3308229215789,广东省,0.72,6.3,
3308229215795,江苏省,0.2,4,
3308231058923,广东省,0.65,6.3,
3308231058935,北京,0.41,6.3,
3308231058947,福建省,0.25,6.3,
3308231058959,宁夏回族自治区,0.21,6.3,
3308229215765,广东省,0.46,6.3,
3308231058972,辽宁省,0.2,6.3,
3308212217045,天津,0.55,6.3,
3308212217057,山东省,0.35,6.3,
3308212217069,江西省,0.32,6.3,
3308212217075,广东省,0.2,6.3,
3308212217082,河北省,0.2,6.3,
3308232655725,湖南省,0.65,6.3,
3308232655732,广东省,0.5,6.3,
3308211738496,湖北省,0.65,6.3,
3308211738563,山西省,0.26,6.3,
3308211738551,广东省,1.2,7.56,
3308211738540,福建省,1.25,8.19,
3308211738538,湖北省,0.35,6.3,
3308211738526,湖北省,0.3,6.3,
3308211738514,湖南省,0.47,6.3,
3308211738502,湖北省,0.35,6.3,
3308229215753,湖南省,0.28,6.3,
3308211738484,广东省,0.75,6.3,
3308211738472,江西省,0.25,6.3,
3308229215704,广东省,0.42,6.3,
3308229215716,北京,0.62,6.3,
3308229215728,山东省,0.49,6.3,
3308229215730,湖南省,0.88,6.3,
3308229215741,河南省,0.71,6.3,
3308235127095,广东省,0.85,6.3,
3308234650588,北京,0.34,6.3,
3308234162915,广东省,0.2,6.3,
3308234162922,广东省,0.24,6.3,
3308234162934,广东省,0.25,6.3,
3308234650545,北京,0.45,6.3,
3308234650552,北京,0.14,6.3,
3308234650564,北京,0.74,6.3,
3308234650576,江西省,0.2,6.3,
3308234162909,福建省,0.56,6.3,
3308234650590,北京,0.2,6.3,
3308251683487,新疆维吾尔自治区,0.51,6.3,
3308251683499,广西壮族自治区,0.7,6.3,
3308251683505,河北省,0.6,6.3,
3308235127060,山东省,0.85,6.3,
3308235127071,福建省,0.7,6.3,
3308235127083,江西省,0.6,6.3,
3308232655744,河南省,0.36,6.3,
3308233935202,广东省,0.85,6.3,
3308232655756,黑龙江省,0.2,6.3,
3308232655768,广东省,1.45,9.45,
3308232655770,江西省,0.32,6.3,
3308233935172,广东省,0.56,6.3,
3308233935184,吉林省,0.51,6.3,
3308233935196,山东省,0.69,6.3,
3308234162892,广东省,0.2,6.3,
3308233935214,河南省,1.05,6.93,
3308233935226,广东省,1.25,8.19,
3308233935238,广东省,1.2,7.56,
3308233935240,广东省,0.25,6.3,
3308233935251,江苏省,0.22,4,
3308233935263,内蒙古自治区,0.42,6.3,
3308234162885,河北省,0.14,6.3,
3308212217033,湖北省,0.28,6.3,
3308137662121,湖北省,0.39,6.3,
3308137662175,福建省,0.5,6.3,
3308137662169,福建省,0.35,6.3,
3308137662157,广东省,0.44,6.3,
3308137662145,吉林省,0.24,6.3,
3308137662133,河北省,1.54,10.08,
3308137662182,北京,0.52,6.3,
3308137662110,广东省,1,6.3,
3308135990546,广东省,0.45,6.3,
3308135990534,广东省,0.2,6.3,
3308135990522,山东省,0.3,6.3,
3308135990515,辽宁省,0.3,6.3,
3308135990509,江苏省,0.38,4,
3308135990492,山东省,0.2,6.3,
3308137822020,天津,0.55,6.3,
3308137822079,河南省,0.2,6.3,
3308137822067,辽宁省,0.8,6.3,
3308137822055,河北省,0.25,6.3,
3308137822043,河南省,0.44,6.3,
3308137822031,河南省,2.09,13.23,
3308137662194,河北省,0.15,6.3,
3308137822018,天津,0.26,6.3,
3308137822006,山东省,0.6,6.3,
3308137821992,山东省,0.79,6.3,
3308137821985,北京,0.42,6.3,
3308137662205,福建省,0.46,6.3,
3308138705353,河北省,0.45,6.3,
3308135196627,辽宁省,0.4,6.3,
3308135196676,福建省,0.54,6.3,
3308135196664,北京,0.4,6.3,
3308135196652,广东省,0.2,6.3,
3308135196645,河北省,1.11,7.56,
3308135196639,湖北省,0.99,6.3,
3308135196688,河南省,0.55,6.3,
3308127832159,甘肃省,0.25,6.3,
3308127832147,天津,0.2,6.3,
3308127832135,山东省,0.64,6.3,
3308127832123,山西省,0.74,6.3,
3308127832111,福建省,1.35,8.82,
3308127832100,湖南省,0.36,6.3,
3308135990485,北京,1.1,6.93,
3308135676080,福建省,0.18,6.3,
3308135990479,河南省,0.45,6.3,
3308135990467,广东省,0.5,6.3,
3308135990455,山东省,0.3,6.3,
3308135676108,山东省,0.45,6.3,
3308135676091,江苏省,0.2,4,
3308135196690,广东省,0.7,6.3,
3308135676078,湖北省,0.2,6.3,
3308135676066,福建省,0.25,6.3,
3308135676054,天津,0.48,6.3,
3308135196718,山西省,0.56,6.3,
3308135196706,广东省,0.38,6.3,
3308188608015,广东省,1.38,8.82,
3308235683715,河北省,0.65,6.3,
3308235127125,辽宁省,0.54,6.3,
3308235127137,山西省,0.3,6.3,
3308235127149,北京,0.45,6.3,
3308235127155,福建省,0.4,6.3,
3308235683709,广东省,1.14,7.56,
3308235127113,江苏省,0.52,4,
3308235683722,北京,0.68,6.3,
3308235683734,广东省,0.36,6.3,
3308172589505,湖北省,0.58,6.3,
3308172589494,甘肃省,0.45,6.3,
3308172589482,湖南省,0.22,6.3,
3308172589475,江西省,0.63,6.3,
3308172589469,湖南省,0.45,6.3,
3308178429971,北京,0.2,6.3,
3308188608009,福建省,0.58,6.3,
3308188607995,天津,0.74,6.3,
3308188607983,江苏省,0.4,4,
3308188607971,福建省,0.52,6.3,
3308188607960,广东省,0.5,6.3,
3308235127101,江西省,1.1,6.93,
3308178429960,天津,1.04,6.93,
3308178429958,北京,0.6,6.3,
3308178429946,北京,0.2,6.3,
3308178429934,河南省,0.2,6.3,
3308178429922,江苏省,0.2,4,
3308138705365,河南省,0.2,6.3,
3308235765296,广东省,0.45,6.3,
3308235765247,江苏省,0.5,4,
3308235765259,福建省,1.13,7.56,
3308235765265,湖南省,0.59,6.3,
3308235765272,山西省,0.59,6.3,
3308235765284,广西壮族自治区,0.2,6.3,
3308235765235,山东省,1,6.3,
3308235765302,福建省,0.2,6.3,
3308138705407,河北省,0.2,6.3,
3308138705395,广东省,0.25,6.3,
3308138705389,福建省,0.25,6.3,
3308138705377,湖北省,0.2,6.3,
3308172589457,山东省,0.5,6.3,
3308235683760,北京,0.46,6.3,
3308235683758,黑龙江省,0.5,6.3,
3308235683795,广东省,0.3,6.3,
3308235683746,山东省,0.24,6.3,
3308235683771,天津,0.48,6.3,
3308235683783,天津,0.65,6.3,
3308253771710,山西省,0.25,6.3,
3308252564348,湖北省,0.2,6.3,
3308252564373,福建省,0.37,6.3,
3308252564336,广东省,0.6,6.3,
3308252564324,广东省,0.61,6.3,
3308252564361,山西省,0.26,6.3,
3308252564350,福建省,0.49,6.3,
3308252564385,山东省,0.53,6.3,
3308252564312,天津,0.25,6.3,
3308254806075,辽宁省,2.55,16.38,
3308259211260,广东省,0.54,6.3,
3308254806135,黑龙江省,0.38,6.3,
3308254806129,吉林省,0.58,6.3,
3308254806117,广东省,0.55,6.3,
3308254806105,内蒙古自治区,0.2,6.3,
3308254806099,北京,0.65,6.3,
3308254806087,福建省,0.28,6.3,
3308253771721,北京,0.2,6.3,
3308254806063,河北省,1.62,10.71,
3308254806051,广东省,0.27,6.3,
3308254806040,湖北省,0.65,6.3,
3308253771769,广东省,0.45,6.3,
3308253771757,江苏省,0.33,4,
3308253771745,广东省,0.31,6.3,
3308253771733,北京,0.25,6.3,
3308259211271,广东省,0.26,6.3,
3308235083315,福建省,0.2,6.3,
3308240935632,广西壮族自治区,0.64,6.3,
3308240935625,广西壮族自治区,0.34,6.3,
3308240935619,福建省,0.49,6.3,
3308240935607,湖北省,0.5,6.3,
3308240935595,河北省,0.39,6.3,
3308240935589,广东省,0.65,6.3,
3308240935644,福建省,0.49,6.3,
3308235083322,湖北省,0.2,6.3,
3308235083334,湖北省,0.7,6.3,
3308235083346,辽宁省,0.4,6.3,
3308235083358,福建省,0.25,6.3,
3308235083360,广西壮族自治区,0.2,6.3,
3308240935553,天津,0.21,6.3,
3308240935565,广东省,0.66,6.3,
3308252564305,福建省,0.2,6.3,
3308251606958,山东省,0.29,6.3,
3308252564294,广东省,0.43,6.3,
3308251683517,黑龙江省,0.2,6.3,
3308251683475,河南省,0.75,6.3,
3308251683463,山东省,0.3,6.3,
3308251606971,广东省,0.2,6.3,
3308251606960,辽宁省,0.51,6.3,
3308241726059,湖北省,1.25,8.19,
3308251606946,湖南省,0.6,6.3,
3308251606934,湖北省,0.35,6.3,
3308251606922,江西省,0.59,6.3,
3308241726096,广东省,0.25,6.3,
3308241726084,河南省,0.85,6.3,
3308241726072,湖北省,0.3,6.3,
3308241726065,河南省,0.65,6.3,
3308240935577,广东省,0.71,6.3,
3308192192801,广东省,0.4,6.3,
3308192192862,广东省,0.2,6.3,
3308192192855,吉林省,0.8,6.3,
3308192192849,辽宁省,0.39,6.3,
3308192192837,福建省,0.59,6.3,
3308192192825,吉林省,0.62,6.3,
3308192192813,广东省,0.34,6.3,
3308192192874,河北省,0.17,6.3,
3308192192795,广东省,0.2,6.3,
3308192192783,江苏省,0.36,4,
3308192037894,福建省,0.55,6.3,
3308192037882,北京,0.29,6.3,
3308192037875,江西省,0.2,6.3,
3308192037869,辽宁省,0.24,6.3,
3308192037857,湖南省,0.2,6.3,
3308192037845,湖南省,0.2,6.3,
3308193068240,吉林省,0.2,6.3,
3308203061150,甘肃省,1.3,8.19,
3308203061148,福建省,0.71,6.3,
3308193068287,河南省,0.2,6.3,
3308193068275,广西壮族自治区,0.2,6.3,
3308193068263,辽宁省,0.2,6.3,
3308193068251,山西省,0.2,6.3,
3308265442126,辽宁省,0.25,6.3,
3308193068238,北京,0.2,6.3,
3308265442072,山东省,0.7,6.3,
3308265442084,山东省,3,18.9,
3308265442096,广东省,0.5,6.3,
3308265442102,广东省,0.2,6.3,
3308265442114,福建省,0.2,6.3,
3308203061161,福建省,0.45,6.3,
3308154307211,广东省,0.25,6.3,
3308168473453,福建省,1,6.3,
3308168473441,北京,0.4,6.3,
3308168473430,江西省,0.3,6.3,
3308154307247,福建省,0.26,6.3,
3308154307235,北京,0.2,6.3,
3308154307223,广东省,0.6,6.3,
3308168473465,福建省,0.2,6.3,
3308154307200,广东省,0.8,6.3,
3308154307193,福建省,0.67,6.3,
3308154307181,广东省,0.35,6.3,
3308154307170,福建省,0.5,6.3,
3308154307168,福建省,0.4,6.3,
3308154307156,吉林省,0.44,6.3,
3308265442138,山东省,0.47,6.3,
3308174225942,山东省,0.4,6.3,
3308265442140,河北省,0.3,6.3,
3308265442151,湖南省,0.28,6.3,
3308174225980,广东省,0.25,6.3,
3308174225978,福建省,0.5,6.3,
3308174225966,天津,0.5,6.3,
3308174225954,福建省,0.4,6.3,
3308168473477,内蒙古自治区,0.2,6.3,
3308174225935,福建省,0.7,6.3,
3308174225929,广东省,0.25,6.3,
3308174225917,北京,0.7,6.3,
3308174225905,广东省,0.75,6.3,
3308174225899,天津,1.6,10.08,
3308168473489,广东省,0.2,6.3,
3308259211283,广东省,1.43,9.45,
3308208919671,湖南省,0.35,6.3,
3308208919737,广东省,0.4,6.3,
3308208919725,山东省,0.3,6.3,
3308208919713,湖南省,0.4,6.3,
3308208919701,河南省,0.55,6.3,
3308208919695,河北省,0.3,6.3,
3308208919683,黑龙江省,0.4,6.3,
3308213331095,辽宁省,0.43,6.3,
3308208919660,山东省,1,6.3,
3308208919658,云南省,0.5,6.3,
3308208919646,广东省,0.45,6.3,
3308206108037,江苏省,0.2,4,
3308206108025,广东省,0.25,6.3,
3308261368615,山东省,0.2,6.3,
3308203061239,辽宁省,0.52,6.3,
3308259211295,湖北省,0.36,6.3,
3308213331162,辽宁省,0.2,6.3,
3308213331155,天津,0.5,6.3,
3308213331149,天津,0.8,6.3,
3308213331137,北京,0.56,6.3,
3308213331186,北京,0.2,6.3,
3308213331101,北京,0.66,6.3,
3308265442065,福建省,0.55,6.3,
3308261368646,北京,0.25,6.3,
3308261368634,广东省,0.2,6.3,
3308261368622,河北省,0.46,6.3,
3308213331125,河南省,0.47,6.3,
3308213331113,广东省,0.51,6.3,
3308213331174,福建省,0.65,6.3,
3308223880087,山西省,0.85,6.3,
3308220676145,广东省,0.53,6.3,
3308220676157,广东省,0.58,6.3,
3308220676169,福建省,0.28,6.3,
3308223880063,广东省,0.57,6.3,
3308223880075,福建省,0.49,6.3,
3308220676133,广东省,0.6,6.3,
3308223880099,湖南省,0.91,6.3,
3308223880105,新疆维吾尔自治区,0.65,6.3,
3308223880117,湖北省,0.22,6.3,
3308259211325,北京,0.25,6.3,
3308259211313,福建省,1.11,7.56,
3308259211301,湖南省,0.45,6.3,
3308261368609,湖北省,0.44,6.3,
3308203061203,福建省,0.5,6.3,
3308203061227,湖北省,0.34,6.3,
3308259211355,江西省,0.45,6.3,
3308261368592,广东省,0.21,6.3,
3308203061215,内蒙古自治区,0.32,6.3,
3308220676121,北京,0.41,6.3,
3308259211349,广东省,0.65,6.3,
3308203061197,湖北省,1.02,6.93,
3308203061185,广东省,0.5,6.3,
3308203061173,河北省,0.72,6.3,
3308259211337,北京,0.93,6.3,
3308220676110,广东省,0.27,6.3,
3308277377659,辽宁省,0.35,6.3,
3308277377672,福建省,0.3,6.3,
3308281694526,北京,0.3,6.3,
3308281694538,北京,0.8,6.3,
3308277377665,福建省,0.8,6.3,
3308277377647,辽宁省,0.2,6.3,
3308281694465,广东省,1,6.3,
3308281694472,天津,0.55,6.3,
3308281694484,广西壮族自治区,0.55,6.3,
3308281694496,广东省,0.85,6.3,
3308281694502,山东省,0.5,6.3,
3308242696635,湖北省,0.55,6.3,
3308241015852,广东省,0.2,6.3,
3308242616919,湖南省,0.95,6.3,
3308242696684,山东省,0.2,6.3,
3308242696672,广东省,0.2,6.3,
3308242696665,河南省,0.55,6.3,
3308242696659,广东省,0.2,6.3,
3308242696647,广东省,1.78,11.34,
3308241726102,湖南省,0.6,6.3,
3308241726114,天津,0.35,6.3,
3308242616907,广西壮族自治区,0.2,6.3,
3308241726047,内蒙古自治区,0.8,6.3,
3308242616925,江苏省,0.2,4,
3308242616932,北京,0.85,6.3,
3308242616944,广东省,0.55,6.3,
3308242616956,山东省,0.3,6.3,
3308242616968,广东省,0.25,6.3,
3308242616970,山东省,0.25,6.3,
3308242616981,河南省,0.25,6.3,
3308242616993,广东省,1.4,8.82,
3308277377635,福建省,0.45,6.3,
3308241015864,广东省,0.2,6.3,
3308277377623,黑龙江省,0.81,6.3,
3308277377611,福建省,0.75,6.3,
3308277377600,山东省,0.3,6.3,
3308277377593,江西省,0.6,6.3,
3308277377581,河北省,0.25,6.3,
3308241015827,广东省,0.2,6.3,
3308241015839,广东省,0.25,6.3,
3308241015845,山西省,0.2,6.3,
3308241726035,湖北省,0.4,6.3,
3308241015876,广东省,0.2,6.3,
3308241248188,江西省,1,6.3,
3308241248190,广东省,0.55,6.3,
3308241248206,山东省,0.2,6.3,
3308241248218,广东省,0.2,6.3,
3308241248220,山东省,0.75,6.3,
3308241248231,广东省,0.3,6.3,
3308241726023,广东省,1,6.3,
3308281694514,广东省,0.3,6.3,
3308224825533,广东省,0.6,6.3,
3308224825612,湖南省,1.25,8.19,
3308224825624,北京,0.35,6.3,
3308225462115,北京,0.25,6.3,
3308225462127,天津,0.4,6.3,
3308225462139,广东省,0.25,6.3,
3308225462145,广东省,0.6,6.3,
3308225462152,北京,0.3,6.3,
3308225462164,山东省,0.35,6.3,
3308224825605,北京,0.25,6.3,
3308224825545,广东省,0.55,6.3,
3308224825557,福建省,0.2,6.3,
3308224825569,河北省,0.2,6.3,
3308224825575,河南省,0.25,6.3,
3308224825582,广东省,0.98,6.3,
3308224825594,广东省,0.3,6.3,
3308255482734,山东省,1.46,9.45,
3308255482722,广东省,0.24,6.3,
3308255482715,辽宁省,0.54,6.3,
3308259735753,福建省,0.2,6.3,
3308259735765,江苏省,0.2,4,
3308259735777,福建省,0.82,6.3,
3308259735789,广东省,0.2,6.3,
3308259735795,北京,0.2,6.3,
3308259735807,广东省,1,6.3,
3308192380145,辽宁省,0.18,6.3,
3308192380139,山东省,0.14,6.3,
3308192380127,北京,0.12,6.3,
3308192380115,广东省,0.32,6.3,
3308254211639,广东省,0.16,6.3,
3308254211550,广东省,1.16,7.56,
3308254211561,湖南省,0.24,6.3,
3308254211573,江苏省,0.2,4,
3308254211585,广东省,0.36,6.3,
3308254211597,北京,0.2,6.3,
3308254211603,福建省,0.2,6.3,
3308254211615,吉林省,0.32,6.3,
3308254211627,广东省,0.58,6.3,
3308255482709,福建省,0.16,6.3,
3308255082305,广东省,0.22,6.3,
3308255082317,江西省,0.08,6.3,
3308255082329,广东省,0.1,6.3,
3308255082335,福建省,0.34,6.3,
3308255082342,福建省,0.38,6.3,
3308255082354,黑龙江省,1,6.3,
3308255482685,广东省,0.01,6.3,
3308255482692,福建省,0.58,6.3,
3308254211548,北京,0.36,6.3,
3308290809149,宁夏回族自治区,1.22,8.19,
3308190952730,吉林省,0.66,6.3,
3308190952741,内蒙古自治区,0.8,6.3,
3308190952753,辽宁省,0.14,6.3,
3308190952765,广西壮族自治区,0.35,6.3,
3308190952728,山西省,0.66,6.3,
3308290809155,广东省,0.28,6.3,
3308290809162,吉林省,1,6.3,
3308290809174,海南省,0.85,6.3,
3308290809186,湖北省,0.18,6.3,
3308290809198,广东省,0.34,6.3,
3308291921565,北京,0.3,6.3,
3308190310979,广东省,1.06,6.93,
3308190310931,广东省,0.74,6.3,
3308190310943,福建省,0.9,6.3,
3308190310955,河北省,0.2,6.3,
3308190310967,湖北省,0.58,6.3,
3308190952716,广东省,0.2,6.3,
3308190310985,北京,0.65,6.3,
3308190310992,北京,0.7,6.3,
3308190311006,辽宁省,0.2,6.3,
3308190311018,甘肃省,0.2,6.3,
3308190952704,广东省,0.5,6.3,
3308192380103,北京,0.16,6.3,
3308295459715,黑龙江省,0.58,6.3,
3308295459661,河南省,1,6.3,
3308295459673,福建省,0.78,6.3,
3308295459685,福建省,0.76,6.3,
3308295459703,湖南省,0.48,6.3,
3308295459650,福建省,0.44,6.3,
3308295459727,辽宁省,0.14,6.3,
3308190952777,辽宁省,0.3,6.3,
3308190952789,天津,0.3,6.3,
3308190952795,广东省,0.92,6.3,
3308192380097,福建省,0.34,6.3,
3308291921577,广东省,0.68,6.3,
3308295459648,广东省,0.45,6.3,
3308295459636,福建省,0.68,6.3,
