运单编号,目的地,计费重量,总运费,备注
3307841443426,河南省,0.14,6.3,
3307841443505,河北省,0.35,6.3,
3307841443517,广东省,0.4,6.3,
3307843056982,山东省,0.25,6.3,
3307843056994,福建省,0.2,6.3,
3307843057008,广东省,0.2,6.3,
3307843057010,江苏省,0.15,4,
3307812613023,广东省,0.2,6.3,
3307837607873,福建省,0.2,6.3,
3307812613011,河南省,0.2,6.3,
3307812613000,山东省,0.26,6.3,
3307812612996,湖北省,0.96,6.3,
3307812612984,河北省,0.44,6.3,
3307812612972,广东省,0.45,6.3,
3307840251066,福建省,0.6,6.3,
3307837607897,河北省,0.2,6.3,
3307840251017,广东省,0.99,6.3,
3307840251029,北京,0.34,6.3,
3307840251035,江苏省,0.2,4,
3307840251042,湖南省,0.25,6.3,
3307840251054,广东省,0.6,6.3,
3307843057021,山西省,0.48,6.3,
3307756860088,福建省,0.28,6.3,
3307739104445,浙江省,0.02,4,
3307829006934,山西省,0.08,6.3,
3307829006946,内蒙古自治区,0.5,6.3,
3307829006958,江西省,0.3,6.3,
3307739104433,辽宁省,0.32,6.3,
3307756860076,海南省,0.16,6.3,
3307756860064,江西省,0.2,6.3,
3307829006960,江西省,0.06,6.3,
3307829006971,广东省,0.72,6.3,
3307829006983,湖南省,0.52,6.3,
3307816364190,江西省,0.2,6.3,
3307827657741,湖南省,0.6,6.3,
3307739104482,广东省,0.2,6.3,
3307827657716,广东省,0.66,6.3,
3307827657728,山东省,0.65,6.3,
3307827657730,河北省,0.7,6.3,
3307827657807,江西省,0.4,6.3,
3307827657753,广东省,0.45,6.3,
3307827657765,福建省,0.58,6.3,
3307827657777,广东省,0.3,6.3,
3307827657789,江苏省,0.34,4,
3307827657795,江西省,0.86,6.3,
3307813414601,湖南省,0.9,6.3,
3307813414662,山东省,0.29,6.3,
3307814200438,福建省,0.33,6.3,
3307814200426,江西省,1.37,8.82,
3307814200414,黑龙江省,0.4,6.3,
3307813414674,广东省,0.46,6.3,
3307814200440,河南省,0.25,6.3,
3307813414655,山东省,0.2,6.3,
3307813414649,湖南省,0.64,6.3,
3307813414637,湖南省,0.58,6.3,
3307813414625,河北省,0.46,6.3,
3307813414613,江苏省,0.21,4,
3307837607848,山东省,0.26,6.3,
3307814200451,福建省,0.32,6.3,
3307814200463,湖北省,0.2,6.3,
3307814200475,河南省,0.64,6.3,
3307814200487,河南省,0.71,6.3,
3307814200499,福建省,0.2,6.3,
3307814200505,北京,0.54,6.3,
3307837607850,浙江省,0.2,4,
3307756860039,广东省,0.18,6.3,
3307756860045,江苏省,0.31,4,
3307756860052,河南省,0.3,6.3,
3307844560700,湖北省,0.95,6.3,
3307860007005,广东省,0.08,6.3,
3307777312914,福建省,0.3,6.3,
3307777312926,广东省,0.2,6.3,
3307859761076,湖北省,0.68,6.3,
3307859761088,福建省,0.34,6.3,
3307859761090,河南省,0.25,6.3,
3307860006991,北京,0.2,6.3,
3307777312902,山东省,0.2,6.3,
3307860007017,广东省,0.47,6.3,
3307739104457,北京,0.4,6.3,
3307755355815,江苏省,0.28,4,
3307755355803,湖南省,0.2,6.3,
3307755355797,黑龙江省,1.16,7.56,
3307755355785,内蒙古自治区,0.1,6.3,
3307755355773,河北省,0.6,6.3,
3307777312835,广东省,0.2,6.3,
3307777234414,湖北省,0.2,6.3,
3307777234426,河南省,0.2,6.3,
3307777234438,河南省,0.2,6.3,
3307777234440,广东省,0.2,6.3,
3307777234451,河北省,0.2,6.3,
3307777234463,山东省,0.2,6.3,
3307777312896,湖南省,0.2,6.3,
3307777312847,天津,1.1,6.93,
3307777312859,广西壮族自治区,0.7,6.3,
3307843057033,河北省,0.27,6.3,
3307777312865,山东省,0.8,6.3,
3307777312872,江西省,0.2,6.3,
3307777312884,湖北省,0.25,6.3,
3307859761064,北京,0.32,6.3,
3307784750875,广东省,0.96,6.3,
3307784750935,广东省,0.44,6.3,
3307784750929,湖南省,0.75,6.3,
3307784750917,湖北省,0.64,6.3,
3307784750905,广东省,0.85,6.3,
3307784750899,天津,0.7,6.3,
3307784750887,北京,0.68,6.3,
3307784750942,广东省,0.65,6.3,
3307784750863,黑龙江省,0.45,6.3,
3307779222632,广东省,0.72,6.3,
3307779222644,江苏省,0.31,4,
3307779222656,湖北省,1,6.3,
3307779222668,内蒙古自治区,0.31,6.3,
3307739104469,福建省,0.06,6.3,
3307755355761,湖南省,0.04,6.3,
3307860007042,江苏省,0.2,4,
3307755355750,湖南省,0.55,6.3,
3307755355748,河北省,0.2,6.3,
3307755355736,福建省,0.3,6.3,
3307755355724,湖北省,0.94,6.3,
3307860007029,辽宁省,0.33,6.3,
3307860007035,福建省,0.2,6.3,
3307784750954,河北省,0.32,6.3,
3307779222577,山西省,0.22,6.3,
3307779222589,天津,0.43,6.3,
3307779222595,广东省,0.2,6.3,
3307779222607,天津,0.2,6.3,
3307779222619,湖北省,0.78,6.3,
3307779222625,河南省,0.2,6.3,
3307739104475,广西壮族自治区,0.4,6.3,
3307802589914,广东省,0.25,6.3,
3307859761027,北京,0.48,6.3,
3307859761015,广东省,1.06,6.93,
3307802508154,广东省,0.14,6.3,
3307802508166,北京,0.16,6.3,
3307802508178,广东省,0.45,6.3,
3307802508180,北京,0.06,6.3,
3307859761039,福建省,0.26,6.3,
3307802589884,福建省,0.02,6.3,
3307802508191,山西省,0.1,6.3,
3307802508208,福建省,0.3,6.3,
3307802589823,福建省,0.2,6.3,
3307859761003,广西壮族自治区,0.26,6.3,
3307802589847,湖南省,0.65,6.3,
3307802589872,福建省,0.35,6.3,
3307844560759,福建省,0.7,6.3,
3307844560693,天津,0.6,6.3,
3307844560711,广东省,0.45,6.3,
3307844560723,北京,0.45,6.3,
3307844560735,广西壮族自治区,0.6,6.3,
3307844560747,福建省,0.44,6.3,
3307859761045,河南省,1.28,8.19,
3307844560765,江苏省,0.16,4,
3307844560772,广西壮族自治区,1.3,8.19,
3307844560784,河南省,0.5,6.3,
3307859761052,广东省,0.28,6.3,
3307860732162,湖南省,0.22,6.3,
3307878328127,福建省,0.7,6.3,
3307838281536,广东省,0.59,6.3,
3307838281548,山东省,0.2,6.3,
3307838281573,湖北省,0.13,6.3,
3307860732155,广西壮族自治区,0.61,6.3,
3307838281550,湖南省,0.38,6.3,
3307838281561,河南省,0.72,6.3,
3307848360465,湖南省,0.48,6.3,
3307877447023,广东省,0.1,6.3,
3307876572044,湖北省,0.69,6.3,
3307838281524,广东省,0.66,6.3,
3307838281512,广东省,0.4,6.3,
3307838281505,江西省,0.55,6.3,
3307848360441,河南省,0.24,6.3,
3307848360453,福建省,1,6.3,
3307848360477,山东省,0.3,6.3,
3307848360489,河南省,0.4,6.3,
3307860732228,黑龙江省,0.66,6.3,
3307846135961,北京,0.9,6.3,
3307877446984,广东省,0.2,6.3,
3307846135894,天津,0.4,6.3,
3307846135905,福建省,0.55,6.3,
3307846135912,天津,0.74,6.3,
3307846135924,湖南省,0.2,6.3,
3307846135936,江西省,0.55,6.3,
3307846135948,辽宁省,0.7,6.3,
3307846135950,广东省,0.65,6.3,
3307860732174,河南省,0.4,6.3,
3307846135973,甘肃省,0.5,6.3,
3307846135985,福建省,0.45,6.3,
3307838281597,河北省,0.2,6.3,
3307838281585,北京,0.34,6.3,
3307860732186,福建省,0.5,6.3,
3307860732198,福建省,0.2,6.3,
3307860732204,广西壮族自治区,0.25,6.3,
3307860732216,福建省,0.2,6.3,
3307878328139,广东省,0.55,6.3,
3307877447000,福建省,0.52,6.3,
3307876572123,吉林省,0.55,6.3,
3307876572135,河北省,0.95,6.3,
3307877446972,福建省,0.14,6.3,
3307877446996,福建省,0.3,6.3,
3307867045804,河北省,1.06,6.93,
3307859139955,湖北省,0.32,6.3,
3307859139943,广西壮族自治区,0.3,6.3,
3307867045798,湖北省,0.2,6.3,
3307867045786,辽宁省,0.27,6.3,
3307867045774,广东省,0.6,6.3,
3307867045762,河南省,0.89,6.3,
3307867045816,广东省,0.43,6.3,
3307867045828,广东省,0.2,6.3,
3307878961581,山东省,0.5,6.3,
3307878961570,北京,0.4,6.3,
3307878961525,广东省,1.15,7.56,
3307878961519,山西省,0.3,6.3,
3307878328176,河南省,0.2,6.3,
3307878328164,湖北省,0.6,6.3,
3307878328152,湖北省,0.3,6.3,
3307878328145,广东省,0.35,6.3,
3307860732230,湖南省,0.51,6.3,
3307876572100,湖北省,1.15,7.56,
3307866407463,北京,0.26,6.3,
3307866407451,广西壮族自治区,0.15,6.3,
3307860732241,黑龙江省,0.55,6.3,
3307876572111,河北省,0.9,6.3,
3307866407475,北京,0.2,6.3,
3307876572093,江西省,1.23,8.19,
3307876572081,广东省,0.85,6.3,
3307876572070,江苏省,0.2,4,
3307876572068,山东省,0.35,6.3,
3307876572056,北京,0.65,6.3,
3307867045755,广东省,0.22,6.3,
3307848360495,广东省,0.2,6.3,
3307866407487,湖北省,0.18,6.3,
3307866407499,吉林省,1,6.3,
3307866407505,河南省,0.06,6.3,
3307867045737,福建省,0.53,6.3,
3307859139906,北京,0.66,6.3,
3307859139918,江西省,0.51,6.3,
3307859139920,广东省,0.54,6.3,
3307859139931,广东省,0.18,6.3,
3307867045749,海南省,0.49,6.3,
3307877447011,福建省,0.36,6.3,
3307817235133,河南省,0.8,6.3,
3307802589835,浙江省,0.45,4,
3307817235182,黑龙江省,1.4,8.82,
3307817235175,广东省,0.45,6.3,
3307817235169,广东省,0.5,6.3,
3307817235157,广东省,0.45,6.3,
3307817235145,河南省,0.7,6.3,
3307803391083,江西省,0.44,6.3,
3307817235121,山西省,0.4,6.3,
3307774316703,福建省,0.6,6.3,
3307757116241,河南省,0.28,6.3,
3307757116230,广东省,0.16,6.3,
3307802589859,福建省,0.83,6.3,
3307802589865,湖南省,0.5,6.3,
3307802589896,湖北省,0.28,6.3,
3307803391009,湖北省,0.45,6.3,
3307774316745,天津,0.25,6.3,
3307774316739,甘肃省,0.2,6.3,
3307774316727,山东省,0.55,6.3,
3307774316715,天津,0.55,6.3,
3307803390995,河北省,0.34,6.3,
3307803391071,海南省,0.65,6.3,
3307803391015,河南省,0.68,6.3,
3307803391022,福建省,0.2,6.3,
3307803391034,河南省,0.2,6.3,
3307803391046,河南省,0.52,6.3,
3307803391058,广东省,0.5,6.3,
3307803391060,江苏省,0.14,4,
3307803152116,天津,0.2,6.3,
3307810181760,福建省,0.2,6.3,
3307757116198,河北省,0.4,6.3,
3307757116204,广东省,0.6,6.3,
3307805060175,广东省,0.2,6.3,
3307805060182,吉林省,0.35,6.3,
3307805060194,山东省,0.2,6.3,
3307805060205,北京,0.18,6.3,
3307757116186,山东省,0.5,6.3,
3307810181771,福建省,0.32,6.3,
3307810181783,辽宁省,0.2,6.3,
3307810181795,福建省,0.53,6.3,
3307810181801,河南省,0.2,6.3,
3307810181813,广东省,0.44,6.3,
3307757116216,河北省,0.34,6.3,
3307802589902,江西省,0.53,6.3,
3307803874838,湖北省,0.2,6.3,
3307803874784,福建省,0.2,6.3,
3307803874796,内蒙古自治区,0.35,6.3,
3307803874802,广西壮族自治区,0.2,6.3,
3307803874814,湖北省,0.33,6.3,
3307803874826,山东省,0.2,6.3,
3307757116174,内蒙古自治区,1.24,8.19,
3307805060157,河北省,0.06,6.3,
3307805060169,广东省,0.2,6.3,
3307756796985,湖北省,0.46,6.3,
3307756796992,江西省,0.16,6.3,
3307757116155,湖北省,0.54,6.3,
3307757116162,河南省,0.2,6.3,
3307757116228,福建省,0.66,6.3,
3307818511146,福建省,0.5,6.3,
3307818511067,河北省,0.45,6.3,
3307818511079,广东省,0.61,6.3,
3307818511085,福建省,0.55,6.3,
3307818511092,江西省,0.2,6.3,
3307818511109,广东省,0.4,6.3,
3307818511115,广东省,1.8,11.34,
3307818511122,广东省,0.6,6.3,
3307818511134,山西省,0.55,6.3,
3307817235212,广东省,1.09,6.93,
3307818511158,广东省,0.35,6.3,
3307776221095,河南省,0.6,6.3,
3307776221089,福建省,0.2,6.3,
3307776221077,北京,0.8,6.3,
3307756796943,河南省,0.2,6.3,
3307756796979,河南省,0.68,6.3,
3307756796967,河南省,0.25,6.3,
3307756796955,广东省,0.3,6.3,
3307803152104,山东省,0.52,6.3,
3307776221041,广东省,0.6,6.3,
3307803152049,广东省,0.31,6.3,
3307803152037,山东省,0.5,6.3,
3307803152025,福建省,0.96,6.3,
3307776221053,山东省,0.45,6.3,
3307776221065,湖北省,0.25,6.3,
3307817235194,湖南省,0.35,6.3,
3307817235205,江西省,0.2,6.3,
3307774316752,吉林省,0.3,6.3,
3307803152062,湖北省,0.2,6.3,
3307803152055,福建省,0.28,6.3,
3307803152074,辽宁省,0.89,6.3,
3307803152086,北京,0.48,6.3,
3307803152098,湖南省,0.65,6.3,
3307894881096,天津,0.9,6.3,
3307894881102,福建省,0.33,6.3,
3307894881114,广东省,0.2,6.3,
3307894881084,江苏省,0.55,4,
3307894881072,湖北省,1,6.3,
3307894881065,广东省,0.65,6.3,
3307894881059,山东省,0.2,6.3,
3307853321372,湖南省,0.25,6.3,
3307894881126,福建省,0.2,6.3,
3307894881138,河南省,0.2,6.3,
3307894881140,福建省,0.25,6.3,
3307884334297,内蒙古自治区,0.2,6.3,
3307847737529,天津,0.55,6.3,
3307857012030,广东省,0.2,6.3,
3307855659043,福建省,0.55,6.3,
3307855658985,河北省,0.2,6.3,
3307855659055,湖北省,0.25,6.3,
3307855659067,广东省,0.45,6.3,
3307855659079,山东省,0.4,6.3,
3307857012016,河南省,1.05,6.93,
3307855659031,广东省,0.3,6.3,
3307855659020,天津,0.3,6.3,
3307855659018,河北省,0.35,6.3,
3307855659006,河北省,0.85,6.3,
3307855658992,天津,0.38,6.3,
3307853321384,福建省,0.2,6.3,
3307853321463,江西省,0.25,6.3,
3307853321451,河南省,0.9,6.3,
3307857012028,广东省,0.4,6.3,
3307853321440,福建省,0.2,6.3,
3307853321438,河南省,0.56,6.3,
3307853321426,福建省,0.45,6.3,
3307853321414,广东省,0.4,6.3,
3307853321402,福建省,0.75,6.3,
3307853321396,山东省,0.7,6.3,
3307847737517,北京,0.77,6.3,
3307878961556,河北省,0.3,6.3,
3307880163375,福建省,0.67,6.3,
3307880163363,辽宁省,1.83,11.97,
3307880163351,广东省,0.1,6.3,
3307880163340,天津,0.14,6.3,
3307880163338,湖北省,0.22,6.3,
3307878961600,广东省,1,6.3,
3307878961593,广东省,0.55,6.3,
3307878961568,甘肃省,0.9,6.3,
3307880163387,广西壮族自治区,0.2,6.3,
3307878961544,辽宁省,1,6.3,
3307878961532,山东省,0.25,6.3,
3307878573808,广东省,0.3,6.3,
3307878573791,广东省,0.35,6.3,
3307878573780,广东省,0.4,6.3,
3307878573778,山东省,0.76,6.3,
3307878573766,江西省,0.67,6.3,
3307878573754,广东省,0.43,6.3,
3307778864676,福建省,0.4,6.3,
3307778309759,广东省,0.48,6.3,
3307884334273,福建省,1,6.3,
3307884334261,福建省,0.2,6.3,
3307884334250,湖南省,0.35,6.3,
3307884334248,河南省,0.5,6.3,
3307778309723,广东省,0.96,6.3,
3307778309735,湖北省,0.98,6.3,
3307778309747,河南省,0.76,6.3,
3307778864664,广东省,0.68,6.3,
3307778309765,山西省,0.22,6.3,
3307778309772,福建省,0.52,6.3,
3307778309784,湖南省,0.17,6.3,
3307778309796,福建省,0.2,6.3,
3307778309802,河北省,0.26,6.3,
3307778309814,湖南省,0.55,6.3,
3307778864645,湖南省,0.32,6.3,
3307778864652,湖北省,0.12,6.3,
3307857012041,北京,0.2,6.3,
3307858601503,江苏省,1,4,
3307858779241,广东省,0.2,6.3,
3307858779230,辽宁省,0.2,6.3,
3307858779228,山东省,0.2,6.3,
3307858779216,广东省,0.2,6.3,
3307858779204,福建省,0.2,6.3,
3307858601539,广东省,0.45,6.3,
3307858601527,湖南省,1,6.3,
3307858601515,福建省,0.75,6.3,
3307858779253,山东省,0.3,6.3,
3307858601497,河南省,0.45,6.3,
3307858601485,河南省,0.9,6.3,
3307858601473,河南省,0.45,6.3,
3307858601461,山西省,0.35,6.3,
3307858601450,北京,0.6,6.3,
3307858601448,福建省,0.6,6.3,
3307857012065,江西省,0.4,6.3,
3307857012053,河南省,0.2,6.3,
3307778864688,福建省,0.86,6.3,
3307786471136,广东省,0.5,6.3,
3307778864690,广东省,0.54,6.3,
3307778864706,河北省,0.3,6.3,
3307778864718,海南省,0.65,6.3,
3307778864720,江苏省,0.16,4,
3307778864731,广东省,0.24,6.3,
3307786471112,山西省,0.45,6.3,
3307786471124,江西省,1,6.3,
3307788709952,黑龙江省,0.2,6.3,
3307786471148,广东省,0.2,6.3,
3307786471150,江西省,0.2,6.3,
3307786471161,福建省,0.5,6.3,
3307788709903,广东省,0.35,6.3,
3307788709915,江西省,0.2,6.3,
3307788709927,天津,0.3,6.3,
3307788709939,山西省,0.3,6.3,
3307788709945,广东省,0.2,6.3,
3307884334285,山西省,0.2,6.3,
3307830023910,山东省,0.8,6.3,
3307830023994,广东省,0.65,6.3,
3307830023982,福建省,0.7,6.3,
3307830023975,福建省,0.7,6.3,
3307830023969,山西省,0.3,6.3,
3307830023957,河北省,1.13,7.56,
3307830023945,北京,0.7,6.3,
3307830023933,湖北省,0.25,6.3,
3307830023921,广东省,1.3,8.19,
3307830024008,广东省,0.8,6.3,
3307833062020,广东省,0.64,6.3,
3307833062031,北京,0.35,6.3,
3307833062055,北京,0.25,6.3,
3307829868974,湖北省,0.2,6.3,
3307829868962,福建省,0.4,6.3,
3307829868955,湖北省,0.6,6.3,
3307829868949,福建省,0.6,6.3,
3307829868937,新疆维吾尔自治区,0.93,6.3,
3307829868925,广西壮族自治区,0.6,6.3,
3307830823423,山东省,0.2,6.3,
3307830823447,湖南省,0.4,6.3,
3307847737463,湖北省,0.05,6.3,
3307847737451,广西壮族自治区,0.88,6.3,
3307847737440,广东省,0.2,6.3,
3307833062006,福建省,1.32,8.82,
3307847737438,福建省,1.44,9.45,
3307830823435,广东省,0.25,6.3,
3307830182972,山东省,0.3,6.3,
3307830823411,福建省,0.65,6.3,
3307830823400,广东省,0.2,6.3,
3307830823393,福建省,0.35,6.3,
3307830183023,江苏省,0.52,4,
3307830183011,西藏自治区,0.2,6.3,
3307830183000,福建省,0.25,6.3,
3307830182996,河南省,0.2,6.3,
3307830182984,广东省,0.2,6.3,
3307847737475,江西省,0.22,6.3,
3307820109036,江西省,0.53,6.3,
3307819714027,广东省,0.18,6.3,
3307819714039,北京,0.18,6.3,
3307820108997,河北省,0.2,6.3,
3307826034774,湖南省,1,6.3,
3307820109005,江苏省,0.1,4,
3307820109012,广东省,0.28,6.3,
3307820109024,广东省,0.78,6.3,
3307847737487,广东省,1,6.3,
3307820109048,福建省,0.42,6.3,
3307820109050,广东省,0.68,6.3,
3307820109061,天津,0.43,6.3,
3307820109073,河南省,0.2,6.3,
3307820109085,甘肃省,0.52,6.3,
3307847737505,广东省,0.79,6.3,
3307847737499,北京,0.46,6.3,
3307829868913,福建省,0.2,6.3,
3307819237071,广西壮族自治区,0.12,6.3,
3307829868883,河南省,0.9,6.3,
3307819237058,广东省,0.03,6.3,
3307819714015,天津,0.17,6.3,
3307819237060,河北省,0.17,6.3,
3307829868895,江西省,0.65,6.3,
3307829868901,北京,0.26,6.3,
3307819237083,广东省,0.22,6.3,
3307819237095,辽宁省,0.35,6.3,
3307819237101,辽宁省,0.28,6.3,
3307819713988,广东省,0.14,6.3,
3307819713990,北京,0.2,6.3,
3307819714003,广东省,0.58,6.3,
3307802711740,天津,0.5,6.3,
3307918408881,广东省,0.6,6.3,
3307815907288,福建省,0.8,6.3,
3307815907306,福建省,0.65,6.3,
3307815907290,广东省,0.85,6.3,
3307918408856,广东省,0.2,6.3,
3307802711751,广东省,0.5,6.3,
3307918408870,福建省,0.25,6.3,
3307918408868,天津,1.3,8.19,
3307877005932,湖南省,0.75,6.3,
3307815907318,山东省,0.35,6.3,
3307918408893,广东省,0.55,6.3,
3307876520523,广东省,0.4,6.3,
3307803432891,青海省,0.7,6.3,
3307803432908,广东省,0.2,6.3,
3307803432910,福建省,0.4,6.3,
3307803432921,湖北省,0.45,6.3,
3307803432933,天津,0.4,6.3,
3307803432945,广东省,0.5,6.3,
3307815907276,湖北省,1.05,6.93,
3307833062043,江西省,0.2,6.3,
3307833062018,湖南省,0.7,6.3,
3307833061992,广西壮族自治区,0.55,6.3,
3307833061985,湖北省,1.35,8.82,
3307833061979,河南省,0.4,6.3,
3307833061967,江西省,0.6,6.3,
3307803432880,福建省,1.55,10.08,
3307877005970,河南省,0.25,6.3,
3307802391633,河北省,0.2,6.3,
3307802391621,河北省,0.4,6.3,
3307918408900,江苏省,0.55,4,
3307877005944,江苏省,0.75,4,
3307877005956,福建省,1.1,6.93,
3307877005968,湖北省,0.35,6.3,
3307802391645,福建省,0.5,6.3,
3307877005981,广东省,0.4,6.3,
3307877005993,河北省,0.4,6.3,
3307884291578,四川省,0.4,6.3,
3307877006007,福建省,0.55,6.3,
3307877006019,陕西省,1.05,6.93,
3307877006025,河南省,0.68,6.3,
3307802711787,湖南省,0.55,6.3,
3307815907320,山西省,0.35,6.3,
3307859702151,北京,0.75,6.3,
3307815907331,河北省,0.35,6.3,
3307859702102,广东省,0.45,6.3,
3307859702114,广东省,0.2,6.3,
3307859702126,北京,0.25,6.3,
3307859702138,广东省,0.4,6.3,
3307859702140,福建省,0.75,6.3,
3307802391657,河北省,0.25,6.3,
3307815907343,湖北省,0.7,6.3,
3307815907355,北京,0.2,6.3,
3307859702187,广西壮族自治区,0.2,6.3,
3307815907367,山西省,0.2,6.3,
3307802391675,河北省,0.2,6.3,
3307802391669,北京,0.2,6.3,
3307802793908,北京,0.3,6.3,
3307911122509,湖北省,0.2,6.3,
3307849236980,福建省,1.77,11.34,
3307849236978,山西省,0.55,6.3,
3307849236966,河南省,0.55,6.3,
3307909926244,湖北省,0.2,6.3,
3307911122485,山东省,0.25,6.3,
3307911122492,广东省,0.65,6.3,
3307849236991,福建省,0.8,6.3,
3307911122515,福建省,0.2,6.3,
3307911122522,江西省,1,6.3,
3307849074978,山东省,0.2,6.3,
3307849074966,河南省,0.4,6.3,
3307849074954,湖北省,0.6,6.3,
3307849074942,广东省,0.35,6.3,
3307849074935,广东省,0.2,6.3,
3307909926225,湖南省,0.55,6.3,
3307907698122,湖北省,0.2,6.3,
3307907698134,河南省,0.25,6.3,
3307907698146,福建省,0.5,6.3,
3307909926195,山东省,0.3,6.3,
3307909926207,江西省,0.5,6.3,
3307909926219,河北省,0.35,6.3,
3307849237005,广东省,0.5,6.3,
3307909926232,福建省,0.4,6.3,
3307849237054,广东省,0.8,6.3,
3307849237042,福建省,0.75,6.3,
3307849237035,湖北省,0.5,6.3,
3307849237029,广西壮族自治区,0.4,6.3,
3307849237017,广东省,0.35,6.3,
3307907698115,天津,0.65,6.3,
3307847793323,广东省,0.45,6.3,
3307876520493,福建省,0.25,6.3,
3307876520500,内蒙古自治区,0.2,6.3,
3307876520511,山西省,0.5,6.3,
3307847793359,湖北省,0.3,6.3,
3307847793347,北京,0.4,6.3,
3307847793335,山东省,0.3,6.3,
3307876520481,北京,0.2,6.3,
3307847793311,广东省,0.2,6.3,
3307847793300,山东省,0.7,6.3,
3307847793293,广东省,0.45,6.3,
3307847793281,河北省,0.2,6.3,
3307847793270,福建省,1.1,6.93,
3307847793268,广东省,0.55,6.3,
3307849074929,江苏省,0.5,4,
3307848993236,河南省,0.6,6.3,
3307848993285,吉林省,0.35,6.3,
3307848993273,福建省,0.2,6.3,
3307848993261,北京,0.25,6.3,
3307848993250,广东省,0.35,6.3,
3307848993248,内蒙古自治区,0.2,6.3,
3307876520470,福建省,1.3,8.19,
3307802711763,天津,0.2,6.3,
3307802711775,北京,0.2,6.3,
3307802711799,广东省,0.25,6.3,
3307802793817,广东省,0.55,6.3,
3307802793829,湖南省,0.9,6.3,
3307911122534,湖北省,0.2,6.3,
3307803432878,河南省,0.55,6.3,
3307802793866,河南省,0.7,6.3,
3307874777876,湖北省,0.65,6.3,
3307874777888,湖北省,0.7,6.3,
3307874777890,广东省,0.9,6.3,
3307874777906,山东省,0.6,6.3,
3307802793880,河北省,0.35,6.3,
3307802793878,湖南省,0.45,6.3,
3307874777864,湖南省,0.5,6.3,
3307802793854,广西壮族自治区,0.7,6.3,
3307802793842,河北省,0.7,6.3,
3307802793835,广东省,0.2,6.3,
3307846597237,北京,0.5,6.3,
3307846597249,北京,0.45,6.3,
3307846597255,河北省,0.6,6.3,
3307846597262,辽宁省,0.2,6.3,
3307874539155,福建省,0.2,6.3,
3307803432866,河南省,0.43,6.3,
3307803432854,福建省,0.55,6.3,
3307802793891,广西壮族自治区,0.25,6.3,
3307874539125,广东省,0.35,6.3,
3307874539137,天津,0.2,6.3,
3307874539149,福建省,0.2,6.3,
3307874777852,福建省,0.6,6.3,
3307874539162,福建省,0.75,6.3,
3307874539174,广东省,0.4,6.3,
3307874539186,天津,0.25,6.3,
3307874539198,福建省,0.2,6.3,
3307874539204,广东省,0.2,6.3,
3307874539216,江西省,0.3,6.3,
3307907698109,湖北省,0.5,6.3,
3307875400562,内蒙古自治区,0.8,6.3,
3307875400513,北京,0.2,6.3,
3307875400525,湖南省,0.5,6.3,
3307875400537,宁夏回族自治区,0.2,6.3,
3307875400549,广东省,0.2,6.3,
3307875400555,山东省,0.65,6.3,
3307874777918,广西壮族自治区,0.5,6.3,
3307875815047,福建省,0.45,6.3,
3307875815059,广东省,0.2,6.3,
3307875815065,河北省,0.2,6.3,
3307875815072,福建省,0.25,6.3,
3307875815084,福建省,0.2,6.3,
3307875815096,湖南省,0.25,6.3,
3307907698092,福建省,1,6.3,
3307846597316,湖北省,0.75,6.3,
3307874777920,江西省,0.6,6.3,
3307874777931,广东省,0.7,6.3,
3307846597274,湖北省,0.65,6.3,
3307846597286,北京,0.2,6.3,
3307846597298,河南省,0.65,6.3,
3307846597304,北京,0.3,6.3,
3307875400501,湖北省,0.3,6.3,
3307846597328,山西省,0.2,6.3,
3307874777943,湖北省,0.25,6.3,
3307875400471,山西省,0.8,6.3,
3307875400483,广东省,0.5,6.3,
3307875400495,广东省,0.4,6.3,
3307885896978,湖北省,0.5,6.3,
3307885896980,山西省,0.35,6.3,
3307885896966,河北省,0.45,6.3,
3307885896991,河南省,0.2,6.3,
3307878342055,北京,0.2,6.3,
3307878342018,江苏省,0.2,4,
3307928569244,福建省,0.85,6.3,
3307897014054,河南省,0.2,6.3,
3307900856421,广东省,0.2,6.3,
3307897015254,河南省,0.2,6.3,
3307897015266,河北省,0.2,6.3,
3307897015278,天津,0.2,6.3,
3307900856408,广东省,0.2,6.3,
3307900856410,福建省,0.2,6.3,
3307897015242,山西省,0.63,6.3,
3307900856433,山东省,0.2,6.3,
3307900856445,天津,0.2,6.3,
3307900856457,广东省,1.51,10.08,
3307918094669,湖南省,0.6,6.3,
3307918094675,河北省,0.35,6.3,
3307918094682,湖北省,0.2,6.3,
3307918094694,广东省,0.4,6.3,
3307897014029,福建省,0.41,6.3,
3307889801497,辽宁省,0.43,6.3,
3307889801503,湖北省,0.28,6.3,
3307889801515,福建省,1.21,8.19,
3307889801527,内蒙古自治区,1,6.3,
3307889801539,河北省,0.2,6.3,
3307897015235,广东省,0.2,6.3,
3307897014035,河南省,0.27,6.3,
3307897014042,安徽省,0.2,4,
3307897014066,河北省,0.57,6.3,
3307897014078,北京,0.32,6.3,
3307897015229,福建省,0.2,6.3,
3307889801485,江苏省,0.36,4,
3307928569270,湖北省,0.45,6.3,
3307918651876,湖南省,0.25,6.3,
3307918651888,广东省,0.2,6.3,
3307918651890,山东省,0.2,6.3,
3307918651906,湖南省,0.99,6.3,
3307928569281,北京,0.55,6.3,
3307918651864,广西壮族自治区,0.3,6.3,
3307928569268,福建省,0.45,6.3,
3307918651918,山西省,0.6,6.3,
